LARGEST_GIFT_AMOUNT,FIRST_GIFT_DATE,LARGEST_GIFT_DATE,LAST_GIFT_DATE,TOTAL_NUMBER_GIFTS,TOTAL_GIVING_CAPACITY,TOTAL_INCOME,TOTAL_DONATIONS,TOTAL_EAD,LARGEST_REALEST_VALUE,TOTAL_NO_EVENTS_PARTICIPATED,GENDER,LAST_GIFT_AMOUNT,Financially_In_Dept,Avg_Gift_Amount,gifting_Capcity,gift_check,age,cat_LARGEST_GIFT_AMOUNT
54.61,2014,2017,2017,2.0,56152.0,52500.0,105.0,1613.0,522448.0,0.0,F,54.61,False,52.305,0.0018629790568457044,False,80.0,0
1000.0,2003,2009,2009,3.0,48293.0,35000.0,1298.0,1082.0,729908.0,0.0,F,1000.0,False,432.6666666666667,0.026877601308678275,False,53.0,0
35.0,2021,2022,2022,17.0,63174.0,56700.0,449.0,2368.0,744204.0,0.0,F,26.96,False,26.42529411764706,0.0071109950296007855,False,67.0,0
180.0,2006,2015,2016,10.0,11649.0,58500.0,1119.0,1207.0,0.0,0.0,M,15.0,True,111.9,0.09605974761782127,False,40.0,0
50.0,2015,2015,2015,1.0,88645.0,225000.0,50.0,3881.0,331900.0,0.0,F,50.0,False,50.0,0.0005640476056179141,False,55.0,0
100.0,2012,2012,2012,1.0,20734.0,36200.0,100.0,1383.0,0.0,0.0,F,100.0,True,100.0,0.004822996045143243,False,80.0,0
50.0,1994,1994,2013,2.0,100729.0,87500.0,205.0,4000.0,574864.0,0.0,M,20.0,False,35.0,0.0006949339316383564,False,87.0,0
240.0,2006,2013,2014,4.0,31185.0,39600.0,704.0,1219.0,308656.0,0.0,M,20.0,False,176.0,0.022574955908289243,False,61.0,0
50.0,2012,2012,2012,1.0,288841.0,187500.0,39693.0,5692.0,934504.0,0.0,M,50.0,False,50.0,0.00017310561866217054,False,69.0,0
180.0,2014,2016,2016,2.0,112834.0,73100.0,785.0,4030.0,675697.0,0.0,M,180.0,False,180.0,0.003190527677827605,False,86.0,0
180.0,2008,2013,2013,6.0,17120.0,62500.0,870.0,1262.0,0.0,0.0,F,100.0,False,145.0,0.05081775700934579,False,43.0,0
180.0,2013,2013,2013,1.0,42248.0,62500.0,180.0,1486.0,353863.0,0.0,M,180.0,False,180.0,0.004260556712743798,False,62.0,0
30.0,1991,2014,2014,3.0,100015.0,225000.0,80.0,4209.0,333699.0,0.0,M,30.0,False,26.666666666666668,0.0007998800179973004,False,60.0,0
144.0,1999,1999,2012,2.0,115028.0,187500.0,194.0,4294.0,748074.0,0.0,F,50.0,False,97.0,0.0016865458844803004,False,59.0,0
50.0,2017,2017,2017,1.0,77608.0,62500.0,50.0,2790.0,470055.0,0.0,F,50.0,False,50.0,0.0006442634779919596,False,74.0,0
100.0,2017,2017,2017,1.0,80113.0,375000.0,100.0,4334.0,325260.0,0.0,F,100.0,False,100.0,0.0012482368654275836,False,40.0,0
100.0,2015,2015,2015,1.0,120380.0,187500.0,100.0,4783.0,605597.0,0.0,M,100.0,False,100.0,0.000830702774547267,False,70.0,0
200.0,2018,2018,2018,1.0,72700.0,125000.0,200.0,2176.0,0.0,0.0,F,200.0,False,200.0,0.002751031636863824,False,73.0,0
150.0,2013,2013,2013,1.0,64487.0,88900.0,150.0,2573.0,700000.0,0.0,M,150.0,False,150.0,0.002326050211670569,False,56.0,0
250.0,1998,2017,2017,5.0,90742.0,125000.0,1427.0,3284.0,606307.0,0.0,M,250.0,False,134.0,0.007383571003504441,False,56.0,0
100.0,2014,2014,2014,1.0,118141.0,102000.0,100.0,4631.0,563028.0,0.0,M,100.0,False,100.0,0.0008464461956475737,False,85.0,0
100.0,1997,2016,2016,4.0,227905.0,375000.0,4439.0,7895.0,569323.0,0.0,M,100.0,False,68.75,0.0012066431188433777,False,75.0,0
180.0,2011,2011,2011,1.0,7880.0,27500.0,180.0,962.0,0.0,0.0,F,180.0,True,180.0,0.02284263959390863,False,51.0,0
144.0,2005,2005,2016,2.0,278128.0,375000.0,4173.0,9350.0,968923.0,0.0,F,108.9,False,126.45,0.0009092935626761779,False,79.0,0
50.0,2018,2019,2020,3.0,46370.0,125000.0,120.0,1946.0,0.0,0.0,F,30.0,False,40.0,0.002587880094888937,False,59.0,0
144.0,2004,2005,2012,5.0,77480.0,187500.0,193.0,2206.0,345730.0,0.0,F,25.0,False,38.6,0.0024909654104284975,False,55.0,0
180.0,2003,2011,2012,5.0,71651.0,47500.0,717.0,1866.0,699911.0,0.0,F,15.0,False,143.4,0.010006838704274887,False,46.0,0
75.0,2011,2011,2011,1.0,44700.0,87500.0,75.0,1893.0,0.0,0.0,F,75.0,True,75.0,0.0016778523489932886,False,74.0,0
180.0,1999,2013,2014,7.0,20593.0,62500.0,593.0,1399.0,0.0,0.0,F,127.5,True,84.64285714285714,0.02877191278589812,False,55.0,0
50.0,2005,2022,2022,2.0,55499.0,87500.0,3279.0,1622.0,466897.0,0.0,M,50.0,False,50.0,0.0018018342672840952,False,55.0,0
100.0,2010,2012,2012,3.0,42722.0,87500.0,11222.0,1665.0,0.0,0.0,M,100.0,True,100.0,0.007022143158091849,False,59.0,0
100.0,2017,2017,2017,1.0,108138.0,187500.0,100.0,4925.0,530982.0,0.0,M,100.0,False,100.0,0.000924744308198783,False,56.0,0
50.0,2012,2012,2012,1.0,43492.0,74900.0,50.0,1885.0,0.0,0.0,M,50.0,True,50.0,0.0011496367147981238,False,81.0,0
50.0,2011,2011,2011,1.0,115556.0,187500.0,50.0,4677.0,510120.0,0.0,F,50.0,False,50.0,0.000432690643497525,False,71.0,0
50.0,2004,2004,2021,9.0,69232.0,87500.0,249.0,2728.0,714660.0,0.0,F,25.71,False,27.712222222222223,0.0036025248440027732,False,61.0,0
100.0,2017,2017,2017,1.0,93578.0,125000.0,201.0,4046.0,367535.0,0.0,M,100.0,False,100.0,0.001068627241445639,False,82.0,0
50.0,2011,2018,2018,2.0,69388.0,62500.0,4495.0,1873.0,472851.0,0.0,M,50.0,False,37.5,0.001080878538075748,False,89.0,0
250.0,1997,2018,2018,4.0,239414.0,375000.0,9638.0,8098.0,620527.0,2.0,M,250.0,False,162.5,0.0027149623664447357,False,75.0,0
180.0,2011,2011,2011,1.0,76984.0,187500.0,180.0,2263.0,223573.0,0.0,M,180.0,False,180.0,0.0023381481866361843,False,58.0,0
185.0,2015,2015,2015,1.0,62585.0,104000.0,185.0,2197.0,0.0,0.0,F,185.0,False,185.0,0.002955979867380363,False,83.0,0
50.0,2014,2014,2014,1.0,31892.0,37400.0,5820.0,1514.0,27760.0,0.0,M,50.0,False,50.0,0.0015677912956227266,False,88.0,0
250.0,1999,2013,2020,13.0,38441.0,60200.0,2321.0,1752.0,0.0,0.0,F,15.0,True,178.53846153846155,0.06037824198121797,False,83.0,0
180.0,2013,2013,2013,1.0,16805.0,87500.0,180.0,1439.0,0.0,0.0,F,180.0,True,180.0,0.010711097887533471,False,42.0,0
600.0,1997,2012,2012,4.0,76952.0,70000.0,1230.0,2763.0,461225.0,0.0,F,600.0,False,307.5,0.015983990019752575,False,68.0,0
500.0,2015,2015,2020,3.0,205232.0,375000.0,3650.0,7078.0,956640.0,1.0,M,250.0,False,333.3333333333333,0.004872534497544242,False,64.0,0
100.0,2014,2014,2014,1.0,184104.0,187500.0,500.0,6802.0,683740.0,0.0,F,100.0,False,100.0,0.0005431712510320254,False,85.0,0
50.0,2014,2014,2014,1.0,46660.0,43600.0,50.0,1042.0,801392.0,0.0,F,50.0,False,50.0,0.0010715816545220746,False,38.0,0
240.0,2007,2010,2014,6.0,94441.0,225000.0,704.0,3966.0,749737.0,0.0,F,180.0,False,117.33333333333333,0.007454389513029298,False,48.0,0
50.0,2011,2011,2016,4.0,91492.0,89900.0,125.0,3415.0,465429.0,0.0,F,25.0,False,31.25,0.0013662396712280855,False,74.0,0
50.0,2022,2022,2022,1.0,36646.0,47500.0,50.0,1156.0,513424.0,0.0,M,50.0,False,50.0,0.0013644053921301096,False,45.0,0
260.0,2022,2022,2022,1.0,57754.0,87500.0,260.0,1783.0,379887.0,0.0,M,260.0,False,260.0,0.004501852685528275,False,67.0,0
400.0,2012,2012,2012,1.0,80512.0,187500.0,400.0,3558.0,491728.0,0.0,F,400.0,False,400.0,0.004968203497615262,False,51.0,0
50.0,2013,2013,2013,1.0,53616.0,87500.0,50.0,1783.0,301328.0,0.0,M,50.0,False,50.0,0.0009325574455386451,False,67.0,0
180.0,2017,2017,2017,2.0,45697.0,62600.0,195.0,1231.0,697201.0,0.0,F,15.0,False,97.5,0.004267238549576558,False,39.0,0
180.0,2014,2014,2014,1.0,60375.0,125000.0,180.0,1817.0,478893.0,0.0,M,180.0,False,180.0,0.0029813664596273293,False,52.0,0
600.0,1997,2010,2010,9.0,104002.0,87500.0,2545.0,3603.0,724036.0,0.0,F,600.0,False,198.33333333333334,0.017163131478240803,False,71.0,0
50.0,2000,2000,2014,2.0,12196.0,39100.0,75.0,1142.0,0.0,0.0,F,25.0,True,37.5,0.006149557231879305,False,54.0,0
144.0,2002,2002,2022,14.0,42376.0,47500.0,178.0,1238.0,549465.0,1.0,F,12.79,False,12.748571428571427,0.0042118180101944494,False,53.0,0
250.0,2007,2012,2012,2.0,128428.0,187500.0,2540.0,4798.0,830260.0,0.0,M,250.0,False,162.5,0.002530600803563086,False,68.0,0
165.0,2014,2014,2014,1.0,29115.0,45000.0,165.0,1211.0,0.0,0.0,F,165.0,False,165.0,0.005667181865018032,False,53.0,0
50.0,2015,2015,2015,1.0,135454.0,125000.0,50.0,5124.0,775716.0,0.0,F,50.0,False,50.0,0.00036912900320403973,False,82.0,0
50.0,1996,2012,2012,4.0,62498.0,87500.0,4734.0,1783.0,385281.0,0.0,F,50.0,False,32.0,0.002048065538097219,False,67.0,0
50.0,2014,2014,2014,1.0,36389.0,45700.0,50.0,1659.0,114406.0,0.0,M,50.0,False,50.0,0.0013740416059798291,False,89.0,0
75.0,2004,2004,2022,17.0,44732.0,64200.0,481.0,1344.0,551176.0,0.0,F,26.55,False,28.27823529411765,0.010746892604846642,False,49.0,0
360.0,2016,2016,2016,1.0,76320.0,87500.0,360.0,3317.0,539197.0,0.0,M,360.0,False,360.0,0.0047169811320754715,False,79.0,0
100.0,2014,2014,2014,1.0,6050.0,35000.0,100.0,967.0,0.0,0.0,M,100.0,True,100.0,0.01652892561983471,False,40.0,0
25.0,2005,2017,2017,13.0,71018.0,118000.0,325.0,2001.0,399051.0,0.0,F,25.0,False,25.0,0.004576304598834098,False,66.0,0
600.0,2004,2010,2013,13.0,95836.0,125000.0,2176.0,3791.0,673197.0,0.0,F,30.0,False,167.3846153846154,0.022705455152552276,False,71.0,0
100.0,2011,2011,2011,1.0,16456.0,34800.0,100.0,1248.0,0.0,0.0,F,100.0,True,100.0,0.006076810889645114,False,70.0,0
180.0,2013,2016,2016,3.0,131776.0,187500.0,360.0,5003.0,470546.0,0.0,M,180.0,False,120.0,0.0027319086935405535,False,71.0,0
180.0,2009,2016,2017,8.0,13645.0,87500.0,1395.0,1378.0,0.0,0.0,F,15.0,True,174.375,0.10223525100769512,False,37.0,0
100.0,2009,2011,2011,2.0,94068.0,187500.0,100.0,3908.0,604368.0,0.0,M,100.0,False,50.0,0.001063060764553302,False,57.0,0
54.61,2017,2017,2017,1.0,61048.0,67600.0,3234.0,1987.0,885882.0,0.0,F,54.61,False,54.61,0.0008945419997379112,False,43.0,0
23.69,2021,2022,2022,16.0,34700.0,39500.0,374.0,1127.0,457412.0,0.0,F,23.69,False,23.358125,0.010770317002881846,False,51.0,0
40.0,2008,2014,2022,18.0,45934.0,87500.0,412.0,1476.0,381148.0,0.0,M,22.32,False,22.862222222222222,0.008958941089389123,False,45.0,0
50.0,2012,2012,2012,1.0,48443.0,63400.0,50.0,1507.0,460652.0,0.0,M,50.0,False,50.0,0.0010321408665854715,False,62.0,0
20.0,2009,2011,2011,3.0,49679.0,62500.0,60.0,1661.0,342383.0,0.0,M,20.0,False,20.0,0.0012077537792628676,False,74.0,0
500.0,2008,2009,2011,2.0,232364.0,375000.0,550.0,8083.0,1036270.0,0.0,F,50.0,False,275.0,0.0023669759515243323,False,71.0,0
100.0,2016,2016,2016,1.0,52600.0,125000.0,100.0,1849.0,0.0,0.0,M,100.0,False,100.0,0.0019011406844106464,False,53.0,0
600.0,1998,2014,2014,2.0,140741.0,187500.0,2426.0,4987.0,646884.0,4.0,F,600.0,False,337.5,0.004796043796761427,False,65.0,0
75.0,2022,2022,2022,1.0,103601.0,125000.0,75.0,4014.0,577034.0,0.0,M,75.0,False,75.0,0.0007239312361849789,False,72.0,0
300.0,2005,2016,2019,15.0,130468.0,375000.0,3030.0,5278.0,298760.0,0.0,F,250.0,False,202.0,0.023224085599533987,False,53.0,0
150.0,2007,2015,2015,3.0,58921.0,62500.0,225.0,1633.0,548929.0,0.0,M,150.0,False,75.0,0.0038186724597342203,False,73.0,0
180.0,2011,2011,2011,1.0,413154.0,187500.0,180.0,21608.0,730511.0,0.0,F,180.0,False,180.0,0.00043567289678909075,False,49.0,0
180.0,2007,2011,2016,7.0,18406.0,87500.0,906.0,1451.0,0.0,0.0,F,150.0,True,129.42857142857142,0.04922307943062045,False,42.0,0
150.0,2008,2009,2013,4.0,67889.0,51300.0,325.0,2770.0,715161.0,0.0,F,25.0,False,81.25,0.0047872262074857485,False,85.0,0
100.0,2014,2014,2014,1.0,196970.0,187500.0,41457.0,5869.0,708921.0,0.0,M,100.0,False,100.0,0.0005076915266284206,False,76.0,0
50.0,2010,2013,2013,2.0,45327.0,70000.0,100.0,1584.0,330537.0,0.0,F,50.0,False,50.0,0.0022061905707415007,False,63.0,0
100.0,2011,2011,2011,1.0,77079.0,125000.0,100.0,2067.0,439581.0,0.0,M,100.0,False,100.0,0.00129737023054269,False,66.0,0
180.0,2011,2011,2011,1.0,97992.0,87500.0,180.0,2898.0,781066.0,0.0,M,180.0,False,180.0,0.0018368846436443791,False,54.0,0
50.0,2013,2013,2013,1.0,115813.0,375000.0,50.0,5040.0,440250.0,0.0,M,50.0,False,50.0,0.0004317304620379405,False,48.0,0
50.0,2011,2011,2011,1.0,3375.0,17500.0,50.0,738.0,0.0,0.0,F,50.0,True,50.0,0.014814814814814815,False,42.0,0
180.0,2014,2014,2014,1.0,38930.0,125000.0,180.0,1849.0,0.0,0.0,M,180.0,False,180.0,0.0046236835345491905,False,53.0,0
29.4,1999,2022,2022,13.0,214122.0,375000.0,363.0,7581.0,293856.0,0.0,M,29.4,False,27.907692307692308,0.0016943611585918308,False,72.0,0
50.0,2014,2014,2014,1.0,55373.0,87500.0,50.0,1723.0,406451.0,0.0,F,50.0,False,50.0,0.000902967150055081,False,63.0,0
150.0,2012,2012,2012,1.0,86768.0,187500.0,150.0,3640.0,719852.0,0.0,M,150.0,False,150.0,0.0017287479255024894,False,50.0,0
200.0,2012,2012,2012,1.0,82829.0,96600.0,250.0,3515.0,359029.0,0.0,M,200.0,False,200.0,0.0024146132393243914,False,78.0,0
300.0,2022,2022,2022,1.0,52342.0,87500.0,300.0,1502.0,620841.0,0.0,M,300.0,False,300.0,0.0057315349050475715,False,46.0,0
180.0,2015,2015,2015,1.0,100543.0,112500.0,3359.0,3736.0,841189.0,0.0,M,180.0,False,180.0,0.001790278786190983,False,72.0,0
180.0,2011,2011,2011,1.0,35805.0,87500.0,180.0,1650.0,0.0,0.0,F,180.0,False,180.0,0.005027230833682447,False,57.0,0
180.0,2010,2015,2015,3.0,59105.0,70000.0,405.0,1963.0,0.0,0.0,F,15.0,False,135.0,0.006852212164791473,False,88.0,0
100.0,2010,2015,2015,2.0,46585.0,37500.0,2630.0,1440.0,429099.0,0.0,M,100.0,False,100.0,0.004293227433723301,False,83.0,0
90.0,2013,2013,2013,1.0,14426.0,26900.0,90.0,1094.0,0.0,0.0,F,90.0,False,90.0,0.00623873561624844,False,67.0,0
100.0,2013,2013,2013,1.0,65888.0,76400.0,100.0,2734.0,612880.0,0.0,F,100.0,False,100.0,0.0015177270519669743,False,69.0,0
350.0,2012,2017,2017,2.0,38730.0,132000.0,450.0,1859.0,0.0,0.0,F,350.0,False,225.0,0.011618900077459334,False,52.0,0
100.0,2021,2021,2021,1.0,136833.0,187500.0,195.0,5167.0,460158.0,0.0,M,100.0,False,100.0,0.0007308178582651845,False,73.0,0
100.0,2017,2017,2017,1.0,112600.0,187500.0,100.0,5016.0,0.0,0.0,M,100.0,False,100.0,0.0008880994671403197,False,82.0,0
180.0,2010,2010,2010,1.0,4805.0,12500.0,180.0,750.0,0.0,0.0,F,180.0,True,180.0,0.037460978147762745,False,60.0,0
180.0,2011,2011,2011,1.0,36157.0,25700.0,180.0,1210.0,421419.0,0.0,M,180.0,False,180.0,0.004978289127969688,False,81.0,0
200.0,2010,2019,2019,2.0,74161.0,38400.0,400.0,2605.0,468877.0,0.0,F,200.0,False,200.0,0.005393670527635819,False,84.0,0
100.0,2018,2018,2018,1.0,75875.0,187500.0,100.0,3423.0,465506.0,0.0,M,100.0,False,100.0,0.0013179571663920922,False,50.0,0
50.0,2018,2018,2018,1.0,39663.0,125000.0,600.0,1697.0,256263.0,0.0,M,50.0,False,50.0,0.0012606207296472784,False,43.0,0
180.0,2010,2011,2016,4.0,27011.0,87500.0,325.0,1414.0,236221.0,0.0,F,20.0,False,81.25,0.01203213505608826,False,40.0,0
120.0,2019,2019,2019,1.0,73454.0,62500.0,293.0,3103.0,366894.0,0.0,F,120.0,False,120.0,0.0016336754975903285,False,85.0,0
50.0,2011,2011,2011,1.0,112833.0,69300.0,50.0,2392.0,667438.0,0.0,M,50.0,False,50.0,0.00044313277144097913,False,43.0,0
500.0,2007,2007,2011,2.0,22579.0,42900.0,700.0,1409.0,0.0,0.0,F,200.0,True,350.0,0.03100225873599362,False,74.0,0
180.0,2004,2015,2015,3.0,29775.0,70000.0,390.0,1479.0,125705.0,0.0,M,180.0,False,130.0,0.01309823677581864,False,56.0,0
250.0,2006,2017,2017,9.0,99100.0,187500.0,1600.0,2619.0,0.0,0.0,M,250.0,False,177.77777777777777,0.016145307769929364,False,75.0,0
100.0,2018,2018,2020,3.0,86666.0,62500.0,250.0,3045.0,530690.0,0.0,F,25.0,False,50.0,0.0017307825444811114,False,74.0,0
180.0,2009,2017,2018,8.0,63992.0,87500.0,1440.0,2372.0,524200.0,0.0,F,15.0,False,180.0,0.022502812851606453,False,48.0,0
1000.0,2001,2007,2022,15.0,167057.0,187500.0,6354.0,5612.0,522493.0,4.0,F,600.0,False,298.6,0.026811208150511502,False,72.0,0
180.0,1991,2012,2012,5.0,44786.0,62500.0,405.0,1734.0,175127.0,0.0,M,180.0,False,65.0,0.007256732014468807,False,80.0,0
180.0,2011,2013,2014,3.0,46209.0,53000.0,410.0,1412.0,481376.0,0.0,M,50.0,False,136.66666666666666,0.008872730420480859,False,64.0,0
144.0,2001,2002,2022,20.0,43300.0,49300.0,173.0,1184.0,622908.0,0.0,F,9.9,False,8.6725,0.004005773672055427,False,46.0,0
180.0,2005,2012,2018,46.0,50103.0,49900.0,1465.0,1663.0,344011.0,0.0,F,15.0,False,31.847826086956523,0.029239766081871343,False,86.0,0
25000.0,2019,2021,2021,4.0,248274.0,375000.0,29465.0,7475.0,599435.0,1.0,F,25000.0,False,6812.5,0.10975776762770165,False,68.0,0
50.0,2013,2013,2013,1.0,190050.0,375000.0,50.0,6870.0,575000.0,0.0,M,50.0,False,50.0,0.00026308866087871614,False,66.0,0
180.0,2011,2011,2011,1.0,69037.0,62500.0,980.0,2964.0,598634.0,0.0,M,180.0,False,180.0,0.002607297536103828,False,83.0,0
100.0,2012,2012,2012,1.0,38016.0,70000.0,100.0,1346.0,450321.0,3.0,F,100.0,False,100.0,0.0026304713804713806,False,45.0,0
650.0,1998,2001,2012,9.0,88467.0,187500.0,2217.0,2487.0,0.0,0.0,M,75.0,False,246.33333333333334,0.025060191935976125,False,68.0,0
100.0,2019,2019,2019,1.0,89538.0,187500.0,100.0,3705.0,738756.0,0.0,F,100.0,False,100.0,0.001116844244901606,False,51.0,0
1000.0,2010,2010,2021,9.0,117311.0,99400.0,6029.0,3953.0,687983.0,3.0,M,500.0,False,316.6666666666667,0.02429439694487303,False,74.0,0
180.0,2019,2019,2019,1.0,110646.0,187500.0,180.0,4466.0,409329.0,0.0,M,180.0,False,180.0,0.0016268098259313486,False,71.0,0
100.0,2021,2021,2021,1.0,103374.0,125000.0,100.0,22707.0,399195.0,0.0,M,100.0,False,100.0,0.0009673612320312651,False,75.0,0
50.0,2016,2016,2016,1.0,67550.0,187500.0,50.0,2283.0,0.0,0.0,F,50.0,False,50.0,0.0007401924500370096,False,59.0,0
250.0,2016,2016,2016,1.0,36500.0,62500.0,250.0,1524.0,0.0,0.0,M,250.0,False,250.0,0.00684931506849315,False,64.0,0
100.0,2013,2013,2013,1.0,25925.0,45000.0,100.0,1211.0,237500.0,0.0,M,100.0,False,100.0,0.003857280617164899,False,54.0,0
50.0,2014,2014,2014,1.0,73847.0,87500.0,50.0,2595.0,657229.0,0.0,F,50.0,False,50.0,0.0006770755751757011,False,53.0,0
160.0,2013,2013,2013,1.0,8160.0,12500.0,160.0,945.0,0.0,0.0,M,160.0,True,160.0,0.0196078431372549,False,87.0,0
75.0,2007,2013,2015,15.0,66959.0,125000.0,439.0,1913.0,455409.0,1.0,F,20.0,False,29.264,0.006555653459579742,False,58.0,0
180.0,2011,2011,2011,1.0,64823.0,87500.0,180.0,2045.0,242858.0,0.0,M,180.0,False,180.0,0.002776792187957978,False,82.0,0
100.0,2004,2019,2019,2.0,31210.0,45000.0,110.0,1526.0,0.0,0.0,F,100.0,False,55.0,0.003524511374559436,False,80.0,0
500.0,2010,2011,2019,5.0,127166.0,225000.0,925.0,4853.0,450572.0,1.0,M,250.0,False,185.0,0.007273956875265401,False,60.0,0
100.0,2008,2014,2014,8.0,217039.0,375000.0,750.0,7658.0,350773.0,0.0,M,100.0,False,93.75,0.003455600145595953,False,76.0,0
19.33,2021,2022,2022,16.0,76223.0,87500.0,301.0,2619.0,635531.0,0.0,F,19.33,False,18.805,0.003947364968579037,False,53.0,0
180.0,2006,2011,2021,6.0,147927.0,162500.0,806.0,5804.0,464686.0,0.0,F,50.0,False,134.33333333333334,0.005448633447578874,False,87.0,0
50.0,2010,2012,2012,3.0,174644.0,375000.0,75.0,6360.0,540791.0,0.0,F,50.0,False,25.0,0.00042944504248642955,False,57.0,0
50.0,2016,2016,2016,1.0,142695.0,375000.0,50.0,5615.0,377896.0,0.0,F,50.0,False,50.0,0.00035039770139107886,False,55.0,0
200.0,2014,2015,2016,3.0,75178.0,125000.0,500.0,2252.0,143550.0,0.0,F,100.0,False,166.66666666666666,0.00665088190694086,False,76.0,0
100.0,2016,2016,2016,1.0,48850.0,125000.0,100.0,1930.0,0.0,0.0,F,100.0,False,100.0,0.0020470829068577278,False,59.0,0
180.0,2011,2015,2015,6.0,76489.0,42500.0,360.0,1896.0,661368.0,0.0,M,15.0,False,60.0,0.004706559113075083,False,50.0,0
50.0,1990,2002,2014,19.0,44560.0,70000.0,460.0,1913.0,0.0,0.0,F,25.0,True,24.19157894736842,0.01031508078994614,False,85.0,0
100.0,2016,2016,2016,1.0,114406.0,187500.0,100.0,4650.0,336111.0,0.0,F,100.0,False,100.0,0.000874080030767617,False,75.0,0
100.0,2016,2016,2016,1.0,48790.0,47500.0,100.0,1495.0,470306.0,0.0,F,100.0,False,100.0,0.0020496003279360524,False,76.0,0
180.0,2014,2014,2015,1.0,11340.0,18600.0,180.0,1077.0,0.0,0.0,M,180.0,True,180.0,0.015873015873015872,False,83.0,0
500.0,2005,2017,2017,3.0,46975.0,62500.0,725.0,1873.0,0.0,0.0,F,500.0,False,241.66666666666666,0.015433741351782864,False,89.0,0
50.0,2020,2021,2021,2.0,49725.0,87500.0,100.0,1893.0,0.0,0.0,F,50.0,False,50.0,0.002011060834590246,False,74.0,0
100.0,2014,2014,2014,1.0,152460.0,199000.0,100.0,6204.0,0.0,0.0,M,100.0,False,100.0,0.0006559097468188378,False,87.0,0
50.0,2011,2011,2013,2.0,70547.0,87500.0,75.0,1910.0,499435.0,0.0,F,25.0,False,37.5,0.0010631210398741266,False,74.0,0
144.0,2004,2010,2011,7.0,103845.0,187500.0,3246.0,4138.0,436975.0,0.0,F,12.0,False,142.28571428571428,0.009591217680196447,False,64.0,0
180.0,2007,2021,2021,14.0,98541.0,187500.0,2364.0,4016.0,348532.0,0.0,F,180.0,False,168.85714285714286,0.02399001430876488,False,65.0,0
250.0,2015,2015,2015,1.0,51000.0,47500.0,250.0,1186.0,767999.0,0.0,M,250.0,False,250.0,0.004901960784313725,False,48.0,0
30.0,2018,2018,2018,2.0,131064.0,187500.0,60.0,4983.0,447960.0,0.0,M,30.0,False,30.0,0.0004577916132576451,False,71.0,0
50.0,2019,2019,2019,1.0,58675.0,87500.0,50.0,2172.0,0.0,0.0,F,50.0,False,50.0,0.0008521516829995739,False,90.0,0
220.0,2014,2014,2014,1.0,15420.0,47500.0,220.0,1249.0,0.0,0.0,F,220.0,True,220.0,0.014267185473411154,False,55.0,0
100.0,2015,2015,2015,1.0,163124.0,125000.0,100.0,4203.0,631278.0,0.0,F,100.0,False,100.0,0.0006130305779652289,False,62.0,0
100.0,2013,2013,2013,1.0,54548.0,112500.0,100.0,1725.0,458954.0,0.0,M,100.0,False,100.0,0.001833247781770184,False,51.0,0
24.0,2001,2001,2022,17.0,54156.0,87500.0,156.0,1976.0,0.0,0.0,M,8.41,False,9.17705882352941,0.0028807519019129917,False,79.0,0
180.0,2007,2011,2015,5.0,36180.0,57500.0,530.0,1748.0,0.0,0.0,M,50.0,True,106.0,0.014648977335544499,False,85.0,0
180.0,2021,2021,2022,13.0,116117.0,70000.0,443.0,2467.0,887932.0,0.0,F,22.04,False,34.10307692307692,0.003818045591946054,False,44.0,0
180.0,2003,2015,2016,4.0,20684.0,62500.0,684.0,1399.0,0.0,0.0,F,15.0,True,171.0,0.03306903887062464,False,54.0,0
100.0,2014,2014,2014,1.0,63425.0,120000.0,100.0,2772.0,618500.0,0.0,F,100.0,False,100.0,0.0015766653527788726,False,50.0,0
144.0,2005,2006,2012,5.0,27324.0,87500.0,199.0,1595.0,0.0,1.0,M,20.0,True,39.8,0.007282974674279022,False,54.0,0
50.0,2014,2014,2014,1.0,25550.0,37500.0,50.0,1542.0,0.0,0.0,F,50.0,True,50.0,0.0019569471624266144,False,91.0,0
250.0,2013,2020,2020,10.0,44735.0,87500.0,2110.0,1768.0,0.0,1.0,F,250.0,False,211.0,0.04716664803844864,False,66.0,0
50.0,2015,2015,2015,1.0,45550.0,70000.0,50.0,1946.0,0.0,0.0,F,50.0,True,50.0,0.0010976948408342481,False,88.0,0
100.0,2013,2020,2022,23.0,187889.0,375000.0,848.0,6705.0,731376.0,0.0,M,25.25,False,36.86521739130435,0.004512770838101219,False,60.0,0
180.0,1999,2019,2020,11.0,64321.0,87500.0,1143.0,2521.0,703557.0,0.0,M,15.0,False,103.9090909090909,0.017770246109357752,False,55.0,0
200.0,2012,2020,2020,2.0,115045.0,187500.0,225.0,4635.0,533895.0,0.0,F,200.0,False,112.5,0.001955756443130949,False,70.0,0
400.0,2013,2013,2013,1.0,67184.0,47500.0,400.0,2610.0,559122.0,0.0,M,400.0,False,400.0,0.005953798523457966,False,83.0,0
100.0,2022,2022,2022,1.0,54057.0,47500.0,100.0,1176.0,551464.0,0.0,M,100.0,False,100.0,0.001849899180494663,False,48.0,0
200.0,2011,2011,2011,1.0,143770.0,44000.0,2415.0,2924.0,681269.0,0.0,M,200.0,False,200.0,0.0013911108019753773,False,74.0,0
180.0,2011,2011,2011,1.0,85890.0,143000.0,180.0,3360.0,718892.0,0.0,F,180.0,False,180.0,0.00209570380719525,False,54.0,0
