ID,LARGEST_GIFT_AMOUNT,BIRTH_DATE,FIRST_GIFT_DATE,LARGEST_GIFT_DATE,LAST_GIFT_DATE,TOTAL_GIFT_AMOUNT,TOTAL_NUMBER_GIFTS,TOTAL_GIVING_CAPACITY,TOTAL_INCOME,TOTAL_NETWORTH,TOTAL_DONATIONS,TOTAL_EAD,LARGEST_REALEST_VALUE,TOTAL_NO_EVENTS_PARTICIPATED,GENDER,FIRST_GIFT_AMOUNT,LAST_GIFT_AMOUNT,EDUCATION_SCHOOL_NAME,GRADUATE_DATE,TOTAL_YEARS_GIVING
344,,9/1/1951,,,,,,54967,87500,736780,0,1845,259340,0,M,,,,,
345,,,,,,,,0,0,0,0,0,0,0,M,,,,,
346,180,4/1/1935,6/1/2007,6/1/2014,6/12/2017,870,6,51559,62500,501983,870,1857,201280,0,F,50,100,,,870
347,,,,,,,,0,0,0,0,0,0,0,M,,,,,
348,,,,,,,,11755,65307,23228,0,1415,0,0,,,,,,
349,,4/1/1956,,,,,,59479,62500,890058,0,1551,639577,0,F,,,,,
350,,,,,,,,0,0,0,0,0,0,0,M,,,,,
351,,,,,,,,0,0,0,0,0,0,0,,,,,,
352,,9/1/1963,,,,,,34127,50600,365196,0,1327,318223,0,F,,,,,
353,,8/1/1992,,,,,,3000,37500,6738,0,921,0,0,M,,,,,
354,,11/1/1953,,,,,,126337,187500,1975148,0,4826,801739,0,F,,,,,
355,,11/1/1962,,,,,,57375,87500,752792,0,1679,0,0,F,,,,,
356,,11/1/1935,,,,,,66000,87500,1123834,0,3587,0,0,M,,,,,
357,,,,,,,,0,0,0,0,0,0,0,F,,,,,
358,,,,,,,,0,0,0,0,0,0,0,F,,,,,
359,,1/1/1949,,,,,,113125,187500,1258517,0,4598,0,0,F,,,,,
360,,11/1/1985,,,,,,56649,125000,707954,0,2489,782974,0,M,,,,,
361,,,,,,,,0,0,0,0,0,0,0,M,,,,,
362,,9/1/2022,,,,,,20594,25000,70169,0,1408,26871,0,M,,,,,
363,,1/1/1974,,,,,,65117,187500,664035,0,2095,327337,0,M,,,,,
364,,,,,,,,0,0,0,0,0,0,0,F,,,,,
365,132,4/1/2027,6/4/1994,6/4/1994,6/5/2016,163,11,36088,47500,118189,163,1775,0,0,F,132,10,,,163
366,,9/1/1941,,,,,,235667,314000,5001528,3547,8441,0,0,M,,,,,
367,,10/1/1974,,,,,,6250,25000,3876,0,901,0,0,F,,,,,
368,,11/1/1966,,,,,,94414,229000,1000576,0,4040,376875,2,F,,,,,
369,,,,,,,,0,0,0,0,0,0,0,M,,,,,
370,50,1/1/1953,6/18/2008,6/18/2008,2/20/2020,200,6,414636,82200,10372637,8800,20076,1589630,0,F,50,25,,,200
371,,,,,,,,0,0,0,0,0,0,0,F,,,,,
372,,4/1/1956,,,,,,60077,87500,677098,0,1783,431544,0,M,,,,,
373,,11/1/1955,,,,,,63725,70000,953504,0,2568,658503,0,F,,,,,
374,180,5/1/1961,3/1/2008,3/1/2011,3/1/2011,540,4,24915,62500,27283,540,1486,0,0,F,180,180,,,540
375,,,,,,,,0,0,0,0,0,0,0,M,,,,,
376,,4/1/1973,,,,,,66005,125000,880447,0,2837,645098,1,M,,,,,
377,,9/1/1940,,,,,,43858,62500,360774,0,1764,139660,0,F,,,,,
378,,,,,,,,0,0,0,0,0,0,0,M,,,,,
379,,,,,,,,0,0,0,0,0,0,0,M,,,,,
380,,,,,,,,0,0,0,0,0,0,0,,,,,,
381,,11/1/1948,,,,,,133021,62500,2977833,0,3325,787480,0,M,,,,,
382,,11/1/1978,,,,,,121746,225000,2126160,0,4255,881029,0,M,,,,,
383,75,,4/3/2012,4/3/2012,4/3/2012,75,1,75,0,0,75,0,0,0,F,75,75,,,75
384,,,,,,,,0,0,0,0,0,0,0,M,,,,,
385,,12/1/1965,,,,,,83865,187500,890845,0,2244,402299,0,M,,,,,
386,,3/1/1971,,,,,,38720,87500,354283,0,1568,266892,0,F,,,,,
387,,,,,,,,0,0,0,0,0,0,0,M,,,,,
388,,,,,,,,0,0,0,0,0,0,0,,,,,,
389,,,,,,,,0,0,0,0,0,0,0,M,,,,,
390,24.84,3/1/1959,9/11/2021,4/23/2022,4/23/2022,390.09,16,80928,57500,1616014,390,2543,428351,0,F,24.35,24.84,,,390.09
391,200,,3/1/2010,3/9/2011,3/9/2011,380,2,10416,55758,17728,380,1341,0,0,M,180,200,,,380
392,,,,,,,,0,0,0,0,0,0,0,M,,,,,
393,,5/12/1954,,,,,,48361,62500,558052,223,1578,400266,0,F,,,,,
394,,,,,,,,0,0,0,0,0,0,0,F,,,,,
395,,7/1/1953,,,,,,62253,68100,936041,0,2598,604915,0,F,,,,,
396,,1/1/1958,,,,,,46109,70000,790691,0,1598,334183,0,M,,,,,
397,25,2/1/1960,2/26/1999,3/3/2016,3/8/2018,100,7,109094,187500,1557691,100,4327,679876,0,F,10,20,,,100
398,,,,,,,,0,0,0,0,0,0,0,F,,,,,
399,,,,,,,,0,0,0,0,0,0,0,,,,,,
400,1500,,10/21/2015,10/21/2015,1/20/2021,6850,,6850,0,0,6850,0,0,,F,1500,750,,,6850
401,,,,,,,,0,0,0,0,0,0,0,F,,,,,
402,,,,,,,,0,0,0,0,0,0,0,F,,,,,
403,,,,,,,,0,0,0,0,0,0,0,F,,,,,
404,250,3/1/1933,6/5/2016,9/29/2020,9/16/2021,2100,9,65086,70600,710237,2600,1987,303672,0,M,250,100,,,2100
405,,,,,,,,3384,18800,966,0,925,0,0,F,,,,,
406,100,2/1/1944,11/27/2016,11/27/2016,11/27/2016,100,1,58408,87500,521218,100,1976,186156,0,F,100,100,,,100
407,400,12/1/1969,8/21/2013,8/21/2013,8/21/2013,400,1,31400,70000,260442,400,1441,0,0,F,400,400,,,400
408,600,6/1/1951,6/21/2005,8/31/2009,11/28/2012,1650,3,114748,187500,1325471,1650,4560,424460,0,M,600,450,,,1650
409,,3/1/1949,,,,,,47849,47500,731686,0,1470,472486,0,F,,,,,
410,,12/1/1950,,,,,,165700,187500,3597581,2215,5652,725889,0,M,,,,,
411,,3/1/1933,,,,,,197429,187500,5303625,0,7382,484472,0,M,,,,,
412,,,,,,,,0,0,0,0,0,0,0,M,,,,,
413,,,,,,,,0,0,0,0,0,0,0,F,,,,,
414,,6/1/1979,,,,,,7875,37500,8833,0,1030,0,0,F,,,,,
415,100,,7/10/2019,7/10/2019,7/10/2019,100,1,100,0,0,100,0,0,0,M,100,100,,,100
416,,,,,,,,10036,55758,17728,0,1341,0,0,F,,,,,
417,,,,,,,,0,0,0,0,0,0,0,M,,,,,
418,,1/1/2028,,,,,,19479,10300,272911,0,934,241268,0,F,,,,,
419,,,,,,,,0,0,0,0,0,0,0,F,,,,,
420,500,3/1/1966,3/16/2016,3/16/2016,3/16/2016,500,1,117671,125000,2189498,4364,3645,1030430,2,M,500,500,,,500
421,,4/23/1971,,,,,,61095,70000,897483,0,2215,608456,0,F,,,,,
422,,6/1/1949,,,,,,56251,35000,953069,0,1991,768022,0,M,,,,,
423,,,,,,,,0,0,0,0,0,0,0,F,,,,,
424,,,,,,,,0,0,0,0,0,0,0,F,,,,,
425,,,,,,,,10036,55758,41728,0,1341,0,0,M,,,,,
426,,,,,,,,13455,74750,29008,0,1482,0,0,F,,,,,
427,180,10/1/1981,2/24/2006,3/1/2012,3/30/2017,364,6,29038,62500,275582,364,1241,348474,0,F,144,25,,,364
428,,3/1/1955,,,,,,77485,87500,1198234,0,3019,760646,0,M,,,,,
429,,3/1/1943,,,,,,116197,187500,1152340,9322,4776,0,0,M,,,,,
430,,,,,,,,0,0,0,0,0,0,0,F,,,,,
431,2300,8/1/1966,2/26/1999,6/27/2005,6/27/2005,2832,5,78680,62500,1435297,2832,2414,589963,0,F,50,2300,,,2832
432,,,,,,,,0,0,0,0,0,0,0,F,,,,,
433,180,,2/25/2005,3/1/2013,3/22/2016,892,8,892,0,0,892,0,0,0,F,144,50,,,892
434,,4/1/1933,,,,,,72886,70000,1244457,0,3415,519717,0,M,,,,,
435,180,,6/4/2019,6/4/2019,6/16/2020,195,2,195,0,0,195,0,0,0,F,180,15,,,195
436,1000,12/1/1956,12/29/2014,12/22/2019,12/22/2019,3000,3,197595,187500,4271465,3200,5531,1832500,0,M,1000,1000,,,3000
437,,,,,,,,0,0,0,0,0,0,0,F,,,,,
438,,,,,,,,0,0,0,0,0,0,0,F,,,,,
439,,,,,,,,101076,187500,2491076,0,4542,610635,0,F,,,,,
440,,4/1/1969,,,,,,169701,41300,3233748,0,2298,646328,0,F,,,,,
441,180,3/1/1963,6/4/2000,6/1/2014,6/1/2014,230,2,222331,375000,5850266,11459,7662,752146,0,M,50,180,,,230
442,,10/1/1974,,,,,,118750,375000,1488538,0,5127,0,0,F,,,,,
443,,,,,,,,0,0,0,0,0,0,0,M,,,,,
444,,7/1/1948,,,,,,39097,62500,302056,0,1661,131931,0,M,,,,,
445,,4/1/1958,,,,,,29400,70000,33481,0,1598,0,0,M,,,,,
446,,,,,,,,0,0,0,0,0,0,0,M,,,,,
447,,,,,,,,0,0,0,0,0,0,0,M,,,,,
448,,,,,,,,0,0,0,0,0,0,0,M,,,,,
449,,7/1/1963,,,,,,32375,87500,44791,0,1679,0,0,F,,,,,
450,,8/1/1977,,,,,,259976,62200,4718904,0,2804,711395,4,M,,,,,
451,180,10/1/1974,2/25/2000,3/1/2011,2/10/2012,1038,10,103278,225000,1506848,1038,4091,601633,0,F,50,15,,,1038
452,50,,5/29/2014,5/29/2014,5/29/2014,50,1,50,0,0,50,0,0,0,F,50,50,,,50
453,2000,1/14/1941,3/22/1994,8/20/2007,8/20/2007,2669,6,2669,0,0,2669,0,0,0,M,25,2000,Texas Tech University,,2669
454,,,,,,,,0,0,0,0,0,0,0,F,,,,,
455,,,,,,,,0,0,0,0,0,0,0,F,,,,,
456,,8/1/1934,,,,,,183403,87500,4866422,0,5033,404542,0,F,,,,,
457,,,,,,,,0,0,0,0,0,0,0,M,,,,,
458,,,,,,,,0,0,0,0,0,0,0,M,,,,,
459,250,,3/23/2015,3/23/2015,3/23/2015,250,1,250,0,0,250,0,0,1,F,250,250,,,250
460,300,9/1/1944,4/24/1998,3/1/2008,3/4/2009,1802,12,125859,187500,1499596,1802,4972,418643,0,M,12,25,,,1802
461,,10/1/1940,,,,,,110625,187500,1212649,0,4930,0,0,,,,,,
462,,6/1/1981,,,,,,8829,46466,12921,0,1107,0,0,,,,,,
463,,,,,,,,0,0,0,0,0,0,0,F,,,,,
464,,11/1/1934,,,,,,155000,225000,2273584,0,6545,0,0,F,,,,,
465,,,,,,,,0,0,0,0,0,0,0,F,,,,,
466,,,,,,,,0,0,0,0,0,0,0,M,,,,,
467,500,6/1/1977,3/27/2015,9/15/2021,9/15/2021,700,2,57036,91500,711585,3130,1517,657211,2,F,200,500,,,700
468,136.05,3/1/1944,6/7/2018,6/7/2018,6/7/2018,136.05,1,21136,37500,14503,136,1391,0,0,F,136.05,136.05,,,136.05
469,,,,,,,,0,0,0,0,0,0,0,F,,,,,
470,,4/6/1934,,,,,,157420,187500,2475762,39295,6185,0,0,F,,,,,
471,,,,,,,,0,0,0,0,0,0,0,M,,,,,
472,,4/1/1959,,,,,,102709,187500,1338470,0,4226,516684,0,M,,,,,
473,,6/1/1950,,,,,,154057,26400,3239064,95,2243,875817,0,F,,,,,
474,,,,,,,,0,0,0,0,0,0,0,M,,,,,
475,,7/1/1934,,,,,,247500,375000,3643921,0,9286,0,1,M,,,,,
476,,,,,,,,0,0,0,0,0,0,0,F,,,,,
477,144,5/1/1985,2/25/2005,2/25/2005,4/23/2022,376.18,17,6001,37500,7868,376,979,0,0,F,144,24.19,,,376.18
478,,,,,,,,0,0,0,0,0,0,0,M,,,,,
479,180,1/1/1930,6/1/2012,6/1/2014,6/2/2015,480,4,149763,187500,2030188,480,6186,360650,0,M,100,60,,,480
480,,,,,,,,0,0,0,0,0,0,0,F,,,,,
481,144,9/1/1970,6/6/1997,6/1/2011,9/7/2011,209,6,2384,7500,0,209,566,0,0,M,5,24,,,209
482,,1/1/1961,,,,,,69160,84600,1026541,0,2717,723313,0,F,,,,,
483,,,,,,,,0,0,0,0,0,0,0,,,,,,
484,,,,,,,,0,0,0,0,0,0,0,F,,,,,
485,,6/1/1995,,,,,,49421,375000,753301,0,3965,613421,0,F,,,,,
486,10000,3/1/1956,7/19/1999,1/28/2020,1/4/2021,15855,9,209410,187500,4197371,17855,5565,860066,2,M,20,5000,,,15855
487,,4/1/1980,,,,,,10440,52200,16184,0,1171,0,0,F,,,,,
488,,11/1/1943,,,,,,42500,62500,416977,0,1719,0,0,M,,,,,
489,,2/1/2023,,,,,,48160,62500,38465,35,2059,0,0,M,,,,,
490,,,,,,,,0,0,0,0,0,0,0,,,,,,
491,,,,,,,,0,0,0,0,0,0,0,M,,,,,
492,,1/1/1964,,,,,,34744,47500,403443,0,1292,352870,0,M,,,,,
493,,,,,,,,0,0,0,0,0,0,0,F,,,,,
494,,,,,,,,0,0,0,0,0,0,0,F,,,,,
495,,5/1/1938,,,,,,82027,87500,1282569,0,3624,555538,0,F,,,,,
496,,,,,,,,0,0,0,0,0,0,0,F,,,,,
497,180,11/1/1971,6/4/2006,6/1/2011,6/1/2011,633,6,44383,125000,342541,633,1802,0,0,F,144,180,,,633
498,,8/1/2028,,,,,,27300,27500,265945,0,1403,0,0,F,,,,,
499,,,,,,,,0,0,0,0,0,0,0,,,,,,
500,100,5/3/1953,7/7/2014,7/7/2014,7/7/2014,100,1,178739,225000,3831974,100,6113,603523,0,F,100,100,,,100
501,,,,,,,,0,0,0,0,0,0,0,F,,,,,
502,,,,,,,,0,0,0,0,0,0,0,F,,,,,
503,,9/1/2028,,,,,,20732,29200,11443,0,1426,0,0,F,,,,,
504,,,,,,,,0,0,0,0,0,0,0,,,,,,
505,,,,,,,,8795,58633,18544,0,1178,0,0,M,,,,,
506,,4/23/1951,,,,,,38853,62500,322610,0,1619,164560,0,F,,,,,
507,,6/1/1963,,,,,,71187,78400,1189467,0,2654,653758,0,F,,,,,
508,,,,,,,,11250,62500,21573,0,1394,0,0,M,,,,,
509,,6/1/1975,,,,,,115011,375000,1386291,0,5043,425228,1,M,,,,,
510,,9/1/1949,,,,,,114002,70000,2517909,25,3347,679840,0,F,,,,,
511,,,,,,,,0,0,0,0,0,0,0,F,,,,,
512,,,,,,,,0,0,0,0,0,0,0,F,,,,,
513,,4/1/1959,,,,,,63368,35600,1063127,0,1865,684251,0,F,,,,,
514,180,4/1/1972,2/24/2006,3/19/2013,3/19/2013,612,4,91696,187500,1317858,612,3747,612485,0,M,144,180,,,612
515,100,5/1/1948,6/14/2011,6/14/2011,6/14/2011,100,1,102600,187500,798015,100,2619,0,0,F,100,100,,,100
516,,,,,,,,0,0,0,0,0,0,0,M,,,,,
517,,3/1/1959,,,,,,97772,187500,1078521,0,4037,417940,0,M,,,,,
518,,5/1/1983,,,,,,4675,27500,3944,0,875,0,0,F,,,,,
519,180,7/1/1945,6/1/2011,6/10/2013,6/10/2015,410,3,113535,187500,1106951,410,4651,0,0,F,180,50,,,410
520,,1/1/1965,,,,,,43244,47500,638906,0,1281,532373,0,F,,,,,
521,50,,2/28/2018,2/28/2018,2/28/2018,50,1,50,0,0,50,0,0,0,F,50,50,,,50
522,,,,,,,,0,0,0,0,0,0,0,M,,,,,
523,,,,,,,,0,0,0,0,0,0,0,F,,,,,
524,,,,,,,,0,0,0,0,0,0,0,F,,,,,
525,,8/1/1975,,,,,,68440,187500,739488,0,2077,431307,2,M,,,,,
526,,1/1/1964,,,,,,13500,37500,11247,0,1172,0,0,F,,,,,
527,,9/1/1983,,,,,,3872,24200,2599,0,823,0,0,F,,,,,
528,100,3/1/1952,5/31/2014,5/31/2014,5/31/2014,100,1,66020,87500,778240,100,1845,478404,0,F,100,100,,,100
529,,,,,,,,0,0,0,0,0,0,0,F,,,,,
530,,,,,,,,0,0,0,0,0,0,0,M,,,,,
531,,1/1/1946,,,,,,30907,47500,224457,0,1508,105140,0,M,,,,,
532,,8/1/1933,,,,,,69362,87500,711555,0,2172,155900,0,M,,,,,
533,,,,,,,,0,0,0,0,0,0,0,F,,,,,
534,,,,,,,,0,0,0,0,0,0,0,M,,,,,
535,,11/1/1974,,,,,,63747,187500,630962,0,2077,337448,0,M,,,,,
536,,,,,,,,0,0,0,0,0,0,0,M,,,,,
537,600,12/1/1970,4/14/2009,8/21/2013,8/21/2013,1200,2,57517,47800,861164,1200,1838,849090,0,M,600,600,,,1200
538,,11/1/1963,,,,,,58884,38700,949028,0,1807,447099,0,M,,,,,
539,,,,,,,,0,0,0,0,0,0,0,F,,,,,
540,163.19,5/1/1987,2/28/2017,2/28/2017,2/28/2017,163.19,1,103716,187500,1673783,163,3523,416765,0,F,163.19,163.19,,,163.19
541,,,,,,,,0,0,0,0,0,0,0,F,,,,,
542,,,,,,,,0,0,0,0,0,0,0,M,,,,,
543,,,,,,,,0,0,0,0,0,0,0,F,,,,,
544,100,,11/17/2020,11/17/2020,11/17/2020,100,1,100,0,0,100,0,0,0,M,100,100,,,100
545,,6/1/1966,,,,,,35758,53700,389843,0,1337,0,0,F,,,,,
546,,,,,,,,0,0,0,0,0,0,0,F,,,,,
547,50,5/1/1969,11/9/2017,11/9/2017,11/9/2017,50,1,60207,52800,922130,50,1987,542602,0,F,50,50,,,50
548,,,,,,,,0,0,0,0,0,0,0,M,,,,,
549,,3/1/1949,,,,,,63676,87500,706430,0,1893,381023,0,F,,,,,
550,,1/1/1973,,,,,,36400,70000,372321,0,1405,0,0,F,,,,,
551,,7/1/1958,,,,,,86774,125000,1237242,1022,3483,665037,0,M,,,,,
552,,8/1/1939,,,,,,65574,45000,1130075,0,2564,446237,0,F,,,,,
553,500,3/1/1961,11/26/2013,11/26/2013,11/26/2013,500,1,68395,62500,1072556,500,2384,512160,0,M,500,500,,,500
554,,,,,,,,0,0,0,0,0,0,0,M,,,,,
555,,,,,,,,0,0,0,0,0,0,0,,,,,,
556,,,,,,,,8559,47550,13314,0,1270,0,0,M,,,,,
557,,,,,,,,0,0,0,0,0,0,0,F,,,,,
558,,,,,,,,0,0,0,0,0,0,0,F,,,,,
559,10000,9/1/1971,2/25/1999,2/22/2016,3/5/2018,73525,15,328068,125000,4953868,73525,4108,3870860,1,M,25,5000,,,73525
560,,,,,,,,0,0,0,0,0,0,0,F,,,,,
561,,,,,,,,10036,55758,17728,0,1341,0,0,M,,,,,
562,,1/1/1941,,,,,,37859,45100,381590,0,1541,0,0,F,,,,,
563,,5/1/1963,,,,,,58750,125000,531444,0,1946,0,0,M,,,,,
564,,,,,,,,0,0,0,0,0,0,0,F,,,,,
565,,,,,,,,0,0,0,0,0,0,0,F,,,,,
566,,,,,,,,0,0,0,0,0,0,0,M,,,,,
567,,11/1/1961,,,,,,88218,187500,961252,0,3823,339358,0,M,,,,,
568,,6/1/1947,,,,,,54249,62500,643998,0,1675,422471,0,M,,,,,
569,,6/1/1960,,,,,,165116,37700,3585045,0,2450,1048810,0,M,,,,,
570,,,,,,,,0,0,0,0,0,0,0,F,,,,,
571,,,,,,,,0,0,0,0,0,0,0,M,,,,,
572,,,,,,,,0,0,0,0,0,0,0,F,,,,,
573,,1/1/1976,,,,,,51201,87500,666977,0,1502,604013,6,M,,,,,
574,,,,,,,,0,0,0,0,0,0,0,F,,,,,
575,,,,,,,,0,0,0,0,0,0,0,F,,,,,
576,150,10/1/1953,9/23/2013,9/23/2013,9/23/2013,150,1,296260,396000,6586329,150,8844,2279000,0,M,150,150,,,150
577,,2/5/1945,,,,,,0,0,0,0,0,0,0,M,,,,,
578,,3/1/1953,,,,,,102738,95800,2201684,0,3650,665865,0,M,,,,,
579,,,,,,,,0,0,0,0,0,0,0,M,,,,,
580,,,,,,,,0,0,0,0,0,0,0,M,,,,,
581,,,,,,,,0,0,0,0,0,0,0,,,,,,
582,240,,6/3/2006,2/18/2016,11/30/2016,1022,7,1022,0,0,1022,0,0,0,M,100,100,,,1022
583,,,,,,,,0,0,0,0,0,0,0,F,,,,,
584,200,,3/10/2012,3/10/2012,3/10/2012,200,1,200,0,0,200,0,0,0,F,200,200,,,200
585,150,3/1/1973,3/1/2011,2/27/2013,3/1/2013,400,3,36525,87500,320688,400,1541,0,0,M,100,150,,,400
586,,10/1/1981,,,,,,16434,91300,39821,0,1452,0,0,F,,,,,
587,,3/1/1950,,,,,,130116,187500,2017692,250,5042,722310,0,F,,,,,
588,,11/1/1950,,,,,,128580,125000,2803210,0,4438,740984,0,F,,,,,
589,,3/1/1949,,,,,,229594,375000,5003120,11079,8520,545299,0,M,,,,,
590,,,,,,,,0,0,0,0,0,0,0,,,,,,
591,,,,,,,,0,0,0,0,0,0,0,M,,,,,
592,,,,,,,,0,0,0,0,0,0,0,M,,,,,
593,,6/1/1951,,,,,,105514,81000,2293586,0,3475,1316480,0,M,,,,,
594,,,,,,,,0,0,0,0,0,0,0,F,,,,,
595,,10/1/2024,,,,,,31875,42500,21408,0,1725,0,0,F,,,,,
596,119,6/1/1952,12/17/1993,12/17/1993,4/11/2014,249,5,97854,162500,1077291,522,4043,386630,0,M,119,25,,,249
597,,2/1/1954,,,,,,65260,125000,523607,0,2103,155203,0,M,,,,,
598,,,,,,,,0,0,0,0,0,0,0,,,,,,
599,,9/1/1962,,,,,,53896,125000,412341,0,1946,152929,0,F,,,,,
600,,,,,,,,15750,87500,37294,0,1564,0,0,F,,,,,
601,,,,,,,,0,0,0,0,0,0,0,F,,,,,
602,,,,,,,,0,0,0,0,0,0,0,,,,,,
603,,12/1/1936,,,,,,73717,81700,917322,0,2040,444923,0,M,,,,,
604,,,,,,,,0,0,0,0,0,0,0,F,,,,,
605,,5/1/1943,,,,,,33325,47500,263299,0,1548,0,0,M,,,,,
606,,8/1/1959,,,,,,35959,35400,458165,0,1194,428907,0,F,,,,,
607,,,,,,,,0,0,0,0,0,0,0,M,,,,,
608,3000,5/1/1959,2/2/2015,10/10/2018,11/22/2021,18000,11,75695,62500,791173,20815,1511,585102,5,M,500,2750,,,18000
609,,3/1/1961,,,,,,40737,27500,634300,0,1057,600232,0,F,,,,,
610,,8/1/1980,,,,,,50009,187500,453625,0,1990,250176,0,F,,,,,
611,,6/1/1944,,,,,,22826,29600,192785,0,1261,0,0,F,,,,,
612,,7/1/1969,,,,,,33439,75300,280675,0,1498,201913,0,F,,,,,
613,,,,,,,,0,0,0,0,0,0,0,M,,,,,
614,,,,,,,,0,0,0,0,0,0,0,M,,,,,
615,,3/1/1949,,,,,,51105,40300,805110,0,1373,611049,0,M,,,,,
616,,9/1/1971,,,,,,13480,17500,142654,0,798,171595,0,F,,,,,
617,,,,,,,,0,0,0,0,0,0,0,F,,,,,
618,,,,,,,,0,0,0,0,0,0,0,F,,,,,
619,,,,,,,,0,0,0,0,0,0,0,M,,,,,
620,,2/1/1975,,,,,,15625,62500,23423,0,1318,0,0,F,,,,,
621,,,,,,,,0,0,0,0,0,0,0,F,,,,,
622,,10/1/1964,,,,,,94750,187500,1254683,0,3942,582500,1,F,,,,,
623,50,12/1/1944,3/14/2014,3/14/2014,3/14/2014,50,1,137906,225000,1533461,50,5431,282129,0,F,50,50,,,50
624,,5/1/1954,,,,,,103524,187500,1108715,0,4259,345489,0,M,,,,,
625,,,,,,,,0,0,0,0,0,0,0,,,,,,
626,,,,,,,,0,0,0,0,0,0,0,,,,,,
627,,,,,,,,0,0,0,0,0,0,0,M,,,,,
628,180,10/1/1952,7/26/2011,7/26/2011,7/26/2011,180,1,65054,87500,761512,180,1829,474973,0,M,180,180,,,180
629,250,,6/20/2018,6/20/2018,6/20/2018,250,1,250,0,0,250,0,0,0,M,250,250,,,250
630,180,9/1/1980,1/4/2011,1/4/2011,1/4/2011,180,1,9205,47500,78307,180,1117,0,0,F,180,180,,,180
631,,7/1/1955,,,,,,14625,32500,9894,0,1193,0,0,,,,,,
632,,2/1/1931,,,,,,272500,375000,3998446,0,9779,0,0,M,,,,,
633,,,,,,,,0,0,0,0,0,0,0,M,,,,,
634,,2/1/1953,,,,,,128525,187500,1973829,3649,4871,735025,0,M,,,,,
635,,9/1/1955,,,,,,36019,62500,298063,0,1551,170386,0,F,,,,,
636,,8/1/1968,,,,,,130541,225000,2400984,0,4787,630401,0,M,,,,,
637,,,,,,,,0,0,0,0,0,0,0,F,,,,,
638,,6/1/1948,,,,,,18200,35000,12338,0,1306,0,0,F,,,,,
639,,6/1/1966,,,,,,37818,62500,394711,0,1423,331364,0,F,,,,,
640,,11/1/1959,,,,,,23000,57500,24176,0,1448,0,0,M,,,,,
641,,,,,,,,0,0,0,0,0,0,0,,,,,,
642,360,11/1/1958,2/25/1999,2/23/2007,2/13/2008,1770,7,156810,187500,3159724,2781,5082,533607,0,F,150,30,,,1770
643,,12/1/1960,,,,,,71181,125000,785855,0,1980,448623,0,M,,,,,
644,,5/1/1938,,,,,,23436,37800,15696,0,1469,0,0,M,,,,,
645,,,,,,,,0,0,0,0,0,0,0,F,,,,,
646,,,,,,,,0,0,0,0,0,0,0,M,,,,,
647,,,,,,,,0,0,0,0,0,0,0,,,,,,
648,,,,,,,,0,0,0,0,0,0,0,F,,,,,
649,,5/1/1972,,,,,,120100,375000,1298057,0,5093,301993,0,M,,,,,
650,,,,,,,,0,0,0,0,0,0,0,F,,,,,
651,,,,,,,,0,0,0,0,0,0,0,F,,,,,
652,,11/1/1978,,,,,,7350,35000,7667,0,1001,0,0,F,,,,,
653,,5/12/1980,,,,,,8325,17500,65871,0,745,0,0,M,,,,,
654,,,,,,,,0,0,0,0,0,0,0,F,,,,,
655,,,,,,,,0,0,0,0,0,0,0,F,,,,,
656,,,,,,,,0,0,0,0,0,0,0,F,,,,,
657,,9/1/1973,,,,,,39334,71500,413949,500,1405,404880,0,F,,,,,
658,,8/1/1935,,,,,,56875,87500,56706,0,2135,0,0,F,,,,,
659,,2/1/1962,,,,,,57149,59800,853098,0,1446,688497,0,M,,,,,
660,1750,1/1/1966,1/8/2002,1/8/2002,1/6/2004,2100,3,31664,52500,278766,2100,1324,234284,0,M,1750,100,,,2100
661,,,,,,,,0,0,0,0,0,0,0,M,,,,,
662,,,,,,,,0,0,0,0,0,0,0,,,,,,
663,,6/1/2024,,,,,,36100,47500,25516,0,1822,0,0,M,,,,,
664,,,,,,,,0,0,0,0,0,0,0,,,,,,
665,,,,,,,,7177,39870,9487,0,1196,0,0,,,,,,
666,,7/1/1976,,,,,,73518,225000,792875,0,2221,390366,0,M,,,,,
667,450,,9/27/2011,9/27/2011,9/27/2011,450,1,15354,82800,49669,450,1535,0,0,M,450,450,,,450
668,,,,,,,,0,0,0,0,0,0,0,,,,,,
669,,11/1/2023,,,,,,46991,45000,485839,12791,1781,0,0,M,,,,,
670,,,,,,,,0,0,0,0,0,0,0,M,,,,,
671,,,,,,,,0,0,0,0,0,0,0,M,,,,,
672,,2/1/1949,,,,,,44625,87500,50608,0,1893,0,0,F,,,,,
673,,,,,,,,0,0,0,0,0,0,0,F,,,,,
674,,8/1/1959,,,,,,26503,43300,233075,0,1298,0,0,M,,,,,
675,,1/1/1974,,,,,,53191,43900,789442,0,1148,835530,0,F,,,,,
676,100,7/1/1941,6/8/1999,11/30/2011,11/30/2011,358.24,6,246289,375000,3655811,358,8653,417719,0,F,100,8.24,,,358.24
677,250,9/1/1978,6/1/2011,5/6/2018,5/6/2018,1280,6,58973,225000,570756,1280,2164,208855,0,F,180,250,,,1280
678,,,,,,,,0,0,0,0,0,0,0,M,,,,,
679,50,,11/10/2020,11/10/2020,11/10/2020,50,1,50,0,0,50,0,0,0,F,50,50,,,50
680,180,4/1/1940,6/1/2012,6/1/2012,5/9/2013,210,2,41130,45000,447708,210,1553,278399,0,F,180,30,,,210
