ID,LARGEST_GIFT_AMOUNT,BIRTH_DATE,FIRST_GIFT_DATE,LARGEST_GIFT_DATE,LAST_GIFT_DATE,TOTAL_GIFT_AMOUNT,TOTAL_NUMBER_GIFTS,TOTAL_GIVING_CAPACITY,TOTAL_INCOME,TOTAL_NETWORTH,TOTAL_DONATIONS,TOTAL_EAD,LARGEST_REALEST_VALUE,TOTAL_NO_EVENTS_PARTICIPATED,GENDER,FIRST_GIFT_AMOUNT,LAST_GIFT_AMOUNT,Financially_In_Dept,Avg_Gift_Amount,gifting_Capcity,gift_check,age,Group,Score
25258,250.0,1958-02-01,1996,1999,2005,1075.0,6.0,120575.0,225000.0,1575347,1075.0,4804.0,0.0,0.0,M,250.0,200.0,False,179.16666666666666,0.0089156126891975,False,65.0,4,16.091958708285617
25297,180.0,1955-10-01,1998,2012,2013,874.0,6.0,49306.0,70300.0,531389,874.0,1628.0,0.0,0.0,M,10.0,30.0,False,145.66666666666666,0.0177260373990995,False,67.0,4,16.377928216622735
25488,144.0,1972-04-01,1998,2000,2022,342.94,19.0,60685.0,87500.0,865272,343.0,2416.0,716834.0,0.0,M,50.0,17.29,False,18.049473684210525,0.0056511493779352,False,51.0,4,15.9392486889099
25567,100.0,1977-10-01,2010,2021,2021,200.0,2.0,83046.0,87500.0,1419241,200.0,2543.0,721645.0,5.0,M,100.0,100.0,False,100.0,0.0024083038316113,False,45.0,4,14.724728628074955
25610,180.0,1964-10-01,1996,2011,2012,543.5,10.0,79254.0,187500.0,736504,544.0,2263.0,261709.0,0.0,M,32.0,15.0,False,54.35,0.0068576980341686,False,58.0,4,16.461866707809648
25742,180.0,1981-06-01,2007,2014,2014,468.0,8.0,31842.0,36800.0,363686,468.0,1005.0,487646.0,0.0,M,144.0,180.0,False,58.5,0.0146975692481628,False,41.0,4,16.174386830718976
25877,1000.0,1969-02-28,2000,2007,2019,2344.45,12.0,225050.0,225000.0,4499830,2394.0,5436.0,579463.0,1.0,M,144.0,150.0,False,195.3708333333333,0.0104174627860475,False,54.0,4,15.375091495819728
25966,500.0,1961-11-01,1998,2009,2017,3325.0,23.0,97522.0,125000.0,1470923,3325.0,3482.0,373865.0,4.0,M,15.0,480.0,False,144.56521739130434,0.0340948709009249,False,61.0,4,11.983597771369237
26309,200.0,1975-06-01,2008,2010,2014,900.0,7.0,65596.0,42800.0,1143234,900.0,1782.0,571927.0,0.0,M,200.0,100.0,False,128.57142857142858,0.0137203488017562,False,47.0,4,16.211480622419973
26413,240.0,1986-11-01,2022,2022,2022,465.0,2.0,50085.0,187500.0,593622,465.0,1874.0,504900.0,0.0,M,225.0,20.0,False,232.5,0.0092842168313866,False,36.0,4,16.23433088055242
26415,50.0,1970-10-01,2019,2019,2019,50.0,1.0,10200.0,35000.0,8869,50.0,1072.0,0.0,0.0,M,50.0,50.0,True,50.0,0.0049019607843137,False,52.0,4,15.131361103638662
26469,200.0,1985-02-01,2012,2012,2012,200.0,1.0,10700.0,70000.0,25101,200.0,1267.0,0.0,0.0,M,200.0,200.0,True,200.0,0.0186915887850467,False,38.0,4,16.2604082857423
26568,180.0,1970-07-01,1999,2011,2016,754.0,8.0,101793.0,125000.0,1970289,754.0,3434.0,601870.0,0.0,M,30.0,100.0,False,94.25,0.0074071890994469,False,52.0,4,16.05703316419087
26600,50.0,1945-05-01,2012,2012,2012,50.0,1.0,112171.0,187500.0,1064102,50.0,4610.0,179920.0,0.0,M,50.0,50.0,False,50.0,0.0004457480097351,False,77.0,4,16.39243331898706
26608,240.0,1982-11-01,1994,2009,2014,1391.0,10.0,56666.0,125000.0,695570,1391.0,2520.0,680500.0,0.0,M,21.0,180.0,False,139.1,0.0245473476158543,False,40.0,4,15.008648956164784
26625,500.0,1963-08-01,2004,2018,2018,1167.0,7.0,63684.0,125000.0,617852,1167.0,1946.0,325333.0,0.0,M,16.0,500.0,False,166.71428571428572,0.0183248539664593,False,59.0,4,15.957250013672883
26650,180.0,1977-02-01,2012,2013,2018,250.0,3.0,38486.0,47500.0,502083,250.0,1156.0,546214.0,0.0,F,180.0,25.0,False,83.33333333333333,0.0064958686275528,False,46.0,4,15.739811208450691
26653,225.0,1989-02-01,2012,2012,2012,225.0,1.0,148637.0,187500.0,2318422,225.0,3726.0,854000.0,0.0,M,225.0,225.0,False,225.0,0.0015137549869817,False,34.0,4,16.564168642347244
26665,20.0,1976-08-01,2021,2022,2022,120.0,6.0,5760.0,23500.0,3184,120.0,871.0,0.0,0.0,M,20.0,20.0,True,20.0,0.0208333333333333,False,46.0,4,14.942856053033278
26746,50.0,1949-03-01,2012,2012,2012,50.0,1.0,65534.0,70000.0,922588,2480.0,1726.0,547082.0,0.0,M,50.0,50.0,False,50.0,0.0007629627368999,False,74.0,4,16.446602164885277
26826,250.0,1970-02-01,2020,2020,2020,250.0,1.0,133982.0,187500.0,2599933,250.0,4397.0,649050.0,0.0,M,250.0,250.0,False,250.0,0.0018659222880685,False,53.0,4,15.494071650181073
262,400.0,1960-02-01,2015,2016,2016,650.0,2.0,65012.0,87500.0,900683,650.0,1723.0,363566.0,0.0,F,250.0,400.0,False,325.0,0.0099981541869193,False,63.0,5,18.270153819521074
390,24.84,1959-03-01,2021,2022,2022,390.09,16.0,80928.0,57500.0,1616014,390.0,2543.0,428351.0,0.0,F,24.35,24.84,False,24.380625,0.0048202105575326,False,64.0,5,16.895825695133283
397,25.0,1960-02-01,1999,2016,2018,100.0,7.0,109094.0,187500.0,1557691,100.0,4327.0,679876.0,0.0,F,10.0,20.0,False,14.285714285714286,0.0009166406951803,False,63.0,5,16.53099868162786
406,100.0,1944-02-01,2016,2016,2016,100.0,1.0,58408.0,87500.0,521218,100.0,1976.0,186156.0,0.0,F,100.0,100.0,False,100.0,0.0017120942336666,False,79.0,5,17.489720522297628
407,400.0,1969-12-01,2013,2013,2013,400.0,1.0,31400.0,70000.0,260442,400.0,1441.0,0.0,0.0,F,400.0,400.0,False,400.0,0.0127388535031847,False,53.0,5,17.37780687432436
840,250.0,1957-09-01,2004,2012,2020,3170.0,29.0,47299.0,70000.0,442579,3170.0,1598.0,294583.0,0.0,F,25.0,100.0,False,109.3103448275862,0.0670204444068584,False,65.0,5,4.7983788254369415
925,150.0,1971-07-01,2016,2016,2016,177.47,2.0,62900.0,70000.0,929364,177.0,2231.0,848463.0,0.0,M,27.47,150.0,False,88.735,0.0028214626391096,False,51.0,5,17.167691357896928
937,500.0,1955-11-01,2004,2013,2022,3059.1,33.0,98873.0,187500.0,938021,3059.0,2445.0,266284.0,2.0,F,25.0,16.0,False,92.7,0.0309396903097913,False,67.0,5,13.68348573424742
1187,144.0,1966-12-01,2006,2006,2013,244.0,5.0,47309.0,87500.0,485997,244.0,1622.0,363794.0,0.0,F,144.0,25.0,False,48.8,0.0051575810099558,False,56.0,5,16.794096430352408
1219,500.0,1970-11-01,2009,2016,2018,3085.0,17.0,50162.0,87500.0,509140,3085.0,1568.0,434035.0,2.0,F,180.0,180.0,False,181.4705882352941,0.0615007376101431,False,52.0,5,5.274490054263789
1345,180.0,1959-11-01,2012,2016,2017,510.0,3.0,94347.0,187500.0,1026700,510.0,3954.0,376744.0,0.0,F,180.0,15.0,False,170.0,0.0054055772838564,False,63.0,5,17.30764792862755
1448,27.47,1964-11-01,2003,2016,2016,52.47,2.0,100929.0,187500.0,1460060,52.0,4072.0,705048.0,0.0,F,25.0,27.47,False,26.235,0.0005198704039473,False,58.0,5,16.92008029969328
1530,10.25,1969-03-01,2021,2022,2022,158.9,16.0,27908.0,45000.0,284430,159.0,1211.0,275974.0,0.0,F,9.91,10.25,False,9.93125,0.005693707897377,False,54.0,5,17.014610518086897
1600,50.0,1961-03-01,2016,2016,2016,50.0,1.0,87802.0,125000.0,1309928,50.0,3428.0,393566.0,0.0,F,50.0,50.0,False,50.0,0.0005694631101797,False,62.0,5,17.280038207536652
1630,400.0,1972-02-01,2016,2016,2016,400.0,1.0,43244.0,87500.0,452976,400.0,1554.0,366885.0,0.0,F,400.0,400.0,False,400.0,0.0092498381278327,False,51.0,5,18.552987471271436
1662,50.0,1979-05-01,2016,2016,2016,50.0,1.0,38540.0,47500.0,500217,50.0,1136.0,570290.0,0.0,F,50.0,50.0,False,50.0,0.0012973533990659,False,43.0,5,17.40332536773564
1717,50.0,1954-11-01,2016,2016,2016,50.0,1.0,44058.0,60200.0,476422,50.0,1540.0,338351.0,0.0,F,50.0,50.0,False,50.0,0.0011348676744291,False,68.0,5,17.392932189650118
1767,150.0,1949-12-01,2016,2016,2017,220.0,4.0,40197.0,62500.0,340962,220.0,1633.0,174539.0,0.0,F,25.0,20.0,False,55.0,0.0054730452521332,False,73.0,5,17.650488793118747
1792,144.0,1977-12-01,2007,2009,2016,607.0,8.0,64976.0,187500.0,702653,607.0,2024.0,462375.0,0.0,F,144.0,50.0,False,75.875,0.0093419108593942,False,45.0,5,17.733518940553846
1937,54.61,1972-02-01,2016,2016,2016,54.61,1.0,71931.0,125000.0,1001393,55.0,2939.0,399311.0,0.0,M,54.61,54.61,False,54.61,0.0007591997886863,False,51.0,5,16.74777952740929
1944,54.61,1967-01-01,2016,2016,2016,54.61,1.0,141598.0,187500.0,2737565,55.0,4571.0,872726.0,0.0,F,54.61,54.61,False,54.61,0.0003856692891142,False,56.0,5,17.23495492228123
1980,1000.0,1952-01-01,2000,2016,2016,1982.0,6.0,60579.0,56000.0,1030348,1982.0,2443.0,358849.0,0.0,F,144.0,1000.0,False,330.3333333333333,0.032717608412156,False,71.0,5,14.987626857186653
2199,28.0,1970-02-01,2007,2007,2022,352.74,17.0,40573.0,92400.0,359148,353.0,1617.0,0.0,0.0,F,28.0,20.79,False,20.749411764705883,0.0086939590367978,False,53.0,5,17.25851272230457
2328,180.0,1956-08-01,2010,2010,2011,195.0,2.0,45016.0,62500.0,485722,195.0,1551.0,346421.0,0.0,F,180.0,15.0,False,97.5,0.0043317931402168,False,66.0,5,16.69643501234856
2476,240.0,1967-06-01,2016,2016,2017,240.0,1.0,29215.0,87500.0,43173,340.0,1622.0,0.0,0.0,M,240.0,240.0,True,240.0,0.0082149580694848,False,55.0,5,16.65236692392912
2746,200.0,1954-02-01,2016,2016,2016,200.0,1.0,38317.0,12500.0,656123,200.0,810.0,647331.0,0.0,M,200.0,200.0,False,200.0,0.0052196153143513,False,69.0,5,17.563689407862405
2759,100.0,1962-04-01,2016,2016,2016,100.0,1.0,143073.0,152000.0,2904563,100.0,4402.0,795398.0,0.0,M,100.0,100.0,False,100.0,0.0006989438957734,False,61.0,5,16.751572499634577
2827,200.0,1967-05-01,2004,2016,2016,369.0,3.0,59367.0,125000.0,593165,369.0,1881.0,354960.0,0.0,F,144.0,200.0,False,123.0,0.0062155743089595,False,55.0,5,17.931570037350447
2837,180.0,1957-10-01,2010,2010,2010,180.0,1.0,67870.0,125000.0,665754,180.0,2032.0,303807.0,0.0,F,180.0,180.0,False,180.0,0.0026521290702814,False,65.0,5,16.38568267510337
2905,180.0,1958-09-01,2002,2015,2016,414.0,3.0,40030.0,62500.0,394101,439.0,1511.0,279317.0,0.0,F,144.0,15.0,False,138.0,0.0103422433175118,False,64.0,5,17.82956986623471
3042,108.9,1956-11-01,2016,2016,2016,108.9,1.0,105734.0,187500.0,1374476,109.0,4332.0,0.0,0.0,F,108.9,108.9,False,108.9,0.0010299430646717,False,66.0,5,17.37580259424761
3225,180.0,1963-11-01,2009,2015,2016,735.0,6.0,105361.0,187500.0,1509661,735.0,4141.0,742519.0,0.0,F,180.0,30.0,False,122.5,0.0069760157933201,False,59.0,5,17.55531642207057
3341,100.0,1950-10-01,2016,2016,2017,300.0,5.0,13678.0,27200.0,5768,300.0,1147.0,0.0,0.0,M,100.0,50.0,True,60.0,0.0219330311449042,False,72.0,5,16.09766665756808
3387,50.0,1955-08-01,2018,2018,2018,50.0,1.0,32229.0,70000.0,77907,50.0,1639.0,13580.0,0.0,F,50.0,50.0,False,50.0,0.0015513978094262,False,67.0,5,16.19394559537075
3648,180.0,1964-05-01,2005,2015,2016,1992.0,15.0,32764.0,37900.0,357014,1992.0,1177.0,342554.0,0.0,F,144.0,15.0,False,132.8,0.0607984373092418,False,58.0,5,6.404129237017605
3654,250.0,1943-03-01,2016,2016,2016,250.0,1.0,118939.0,27500.0,2625767,250.0,2345.0,825747.0,0.0,M,250.0,250.0,False,250.0,0.0021019177897914,False,80.0,5,17.004834004851773
3882,50.0,1949-06-01,2012,2012,2016,75.0,3.0,17480.0,28100.0,88833,75.0,1183.0,61488.0,0.0,F,50.0,25.0,False,25.0,0.0042906178489702,False,73.0,5,17.152410526578965
3924,180.0,1959-09-01,2007,2012,2013,756.0,6.0,39506.0,87500.0,240666,756.0,1723.0,0.0,0.0,F,144.0,75.0,False,126.0,0.01913633372146,False,63.0,5,17.032483466408973
3941,180.0,1961-11-01,2012,2015,2016,504.0,3.0,77225.0,62500.0,1526279,504.0,2537.0,820969.0,0.0,F,180.0,69.0,False,168.0,0.0065263839430236,False,61.0,5,17.509734171518307
3968,300.0,1963-07-01,2020,2020,2020,300.0,1.0,87067.0,187500.0,891193,300.0,2302.0,347831.0,0.0,F,300.0,300.0,False,300.0,0.003445622336821,False,59.0,5,16.58148042823018
4052,180.0,1947-09-01,2010,2013,2016,350.0,4.0,60307.0,62500.0,889803,350.0,1661.0,549139.0,0.0,F,50.0,120.0,False,87.5,0.0058036380519674,False,75.0,5,17.418811436379176
4146,180.0,1955-11-01,2018,2018,2018,180.0,1.0,29872.0,47500.0,258533,180.0,1384.0,175833.0,0.0,F,180.0,180.0,False,180.0,0.0060257096946973,False,67.0,5,16.950634454961392
4177,180.0,1962-02-01,2000,2015,2016,864.0,5.0,47664.0,87500.0,441097,864.0,1693.0,270999.0,0.0,F,144.0,45.0,False,172.8,0.0181268882175226,False,61.0,5,17.669262688666933
4186,144.0,1968-01-01,2001,2001,2022,264.18,17.0,67764.0,187500.0,528768,264.0,2206.0,0.0,0.0,F,144.0,16.98,False,15.54,0.0038985301930228,False,55.0,5,16.63774746025126
4191,180.0,1962-08-01,2001,2019,2022,1957.0,24.0,43957.0,87500.0,336597,1957.0,1693.0,0.0,0.0,F,144.0,25.0,False,81.54166666666667,0.0445207816729986,False,60.0,5,10.306475349969416
4476,150.0,1963-09-01,2013,2016,2016,200.0,2.0,78735.0,125000.0,1104386,200.0,3215.0,670694.0,0.0,F,50.0,150.0,False,100.0,0.0025401663808979,False,59.0,5,17.330254066529132
4490,100.0,1955-11-01,2011,2013,2016,450.0,7.0,72950.0,125000.0,753277,450.0,2067.0,0.0,0.0,F,100.0,50.0,False,64.28571428571429,0.006168608636052,False,67.0,5,17.46335714271222
4590,25.0,1962-08-01,2015,2016,2016,50.0,2.0,57550.0,125000.0,483743,50.0,1963.0,0.0,0.0,F,25.0,25.0,False,25.0,0.0008688097306689,False,60.0,5,16.997592350814813
4656,180.0,1957-01-01,1999,2020,2021,2770.0,23.0,36845.0,35000.0,420514,2770.0,1209.0,380505.0,0.0,F,10.0,15.0,False,120.43478260869566,0.0751798073008549,False,66.0,5,3.873709758251057
4755,50.0,1946-08-01,2016,2016,2016,50.0,1.0,52980.0,45000.0,822727,50.0,1475.0,572594.0,0.0,M,50.0,50.0,False,50.0,0.0009437523593808,False,76.0,5,16.7758822719722
4768,75.0,1955-07-01,2016,2020,2020,1050.0,17.0,21615.0,45700.0,17662,1050.0,1374.0,0.0,0.0,M,75.0,75.0,True,61.76470588235294,0.0485773768216516,False,67.0,5,8.03515300238533
4785,50.0,1988-02-01,2016,2016,2016,50.0,1.0,18800.0,62500.0,135743,50.0,1178.0,0.0,0.0,F,50.0,50.0,False,50.0,0.0026595744680851,False,35.0,5,17.66701513130665
4949,180.0,1967-08-01,1999,2012,2013,349.0,3.0,41599.0,125000.0,312711,349.0,1881.0,0.0,0.0,F,25.0,15.0,False,116.33333333333331,0.0083896247505949,False,55.0,5,17.191127819591188
5060,125.0,1966-06-01,2022,2022,2022,125.0,1.0,34958.0,70000.0,314695,125.0,1492.0,220650.0,0.0,F,125.0,125.0,False,125.0,0.0035757194347502,False,56.0,5,16.67128273378746
5289,50.0,1972-02-01,2018,2018,2018,50.0,1.0,32989.0,57300.0,343913,50.0,1304.0,337902.0,0.0,F,50.0,50.0,False,50.0,0.0015156567340628,False,51.0,5,16.177269742930456
5300,180.0,1959-08-01,2008,2010,2011,540.0,3.0,70460.0,125000.0,732967,540.0,2014.0,373394.0,0.0,F,180.0,15.0,False,180.0,0.007663922793074,False,63.0,5,17.134094767582457
5313,25.5,1960-12-01,2003,2004,2022,286.37,18.0,88988.0,187500.0,888158,286.0,2342.0,311532.0,0.0,F,25.5,15.26,False,15.909444444444444,0.0032180743471029,False,62.0,5,16.52999350841961
5368,100.0,1960-03-01,2016,2016,2016,100.0,1.0,97724.0,187500.0,1501917,100.0,4278.0,452472.0,0.0,F,100.0,100.0,False,100.0,0.0010232900822725,False,63.0,5,17.378352565735632
5853,50.0,1963-05-01,2018,2019,2020,120.0,3.0,46370.0,125000.0,356688,120.0,1946.0,0.0,0.0,F,40.0,30.0,False,40.0,0.0025878800948889,False,59.0,5,16.421963749145974
5895,180.0,1967-11-01,1999,2013,2014,592.5,7.0,20593.0,62500.0,25340,593.0,1399.0,0.0,0.0,F,10.0,127.5,True,84.64285714285714,0.0287719127858981,False,55.0,5,14.363961759705658
6112,50.0,1969-04-01,2000,2000,2014,75.0,2.0,12196.0,39100.0,11276,75.0,1142.0,0.0,0.0,F,50.0,25.0,True,37.5,0.0061495572318793,False,54.0,5,16.147477712350618
6217,360.0,1944-02-01,2016,2016,2016,360.0,1.0,76320.0,87500.0,1125380,360.0,3317.0,539197.0,0.0,M,360.0,360.0,False,360.0,0.0047169811320754,False,79.0,5,17.463709841074532
6361,100.0,1969-07-01,2016,2016,2016,100.0,1.0,52600.0,125000.0,482364,100.0,1849.0,0.0,0.0,M,100.0,100.0,False,100.0,0.0019011406844106,False,53.0,5,16.991161717164356
6426,300.0,1969-12-01,2005,2016,2019,3030.0,15.0,130468.0,375000.0,1411475,3030.0,5278.0,298760.0,0.0,F,150.0,250.0,False,202.0,0.0232240855995339,False,53.0,5,16.810403873048294
6667,180.0,1963-04-01,2010,2010,2010,180.0,1.0,4805.0,12500.0,426,180.0,750.0,0.0,0.0,F,180.0,180.0,True,180.0,0.0374609781477627,False,60.0,5,11.772404304960817
6979,50.0,1963-12-01,2016,2016,2016,50.0,1.0,67550.0,187500.0,578800,50.0,2283.0,0.0,0.0,F,50.0,50.0,False,50.0,0.000740192450037,False,59.0,5,17.31670422185895
6986,250.0,1958-08-01,2016,2016,2016,250.0,1.0,36500.0,62500.0,317943,250.0,1524.0,0.0,0.0,M,250.0,250.0,False,250.0,0.0068493150684931,False,64.0,5,17.785241570766125
7082,50.0,1967-06-01,2016,2016,2016,50.0,1.0,142695.0,375000.0,1639934,50.0,5615.0,377896.0,0.0,F,50.0,50.0,False,50.0,0.000350397701391,False,55.0,5,17.22499423137637
7090,100.0,1964-01-01,2016,2016,2016,100.0,1.0,48850.0,125000.0,347709,100.0,1930.0,0.0,0.0,F,100.0,100.0,False,100.0,0.0020470829068577,False,59.0,5,17.58840889854304
7118,100.0,1947-10-01,2016,2016,2016,100.0,1.0,114406.0,187500.0,1266589,100.0,4650.0,336111.0,0.0,F,100.0,100.0,False,100.0,0.0008740800307676,False,75.0,5,17.321814782219068
7120,100.0,1946-12-01,2016,2016,2016,100.0,1.0,48790.0,47500.0,639905,100.0,1495.0,470306.0,0.0,F,100.0,100.0,False,100.0,0.002049600327936,False,76.0,5,17.562196927339198
7202,180.0,1957-12-01,2007,2021,2021,2364.0,14.0,98541.0,187500.0,1009985,2364.0,4016.0,348532.0,0.0,F,144.0,180.0,False,168.85714285714286,0.0239900143087648,False,65.0,5,16.28663043680961
7274,180.0,1968-06-01,2003,2015,2016,684.0,4.0,20684.0,62500.0,25340,684.0,1399.0,0.0,0.0,F,144.0,15.0,True,171.0,0.0330690388706246,False,54.0,5,13.656476701975345
7303,250.0,1957-04-01,2013,2020,2020,2110.0,10.0,44735.0,87500.0,294924,2110.0,1768.0,0.0,1.0,F,200.0,250.0,False,211.0,0.0471666480384486,False,66.0,5,8.572388036806842
7381,100.0,1949-01-01,2016,2021,2021,200.0,2.0,52325.0,87500.0,418262,200.0,1893.0,0.0,0.0,F,100.0,100.0,False,100.0,0.0038222646918299,False,74.0,5,16.99059359399095
7506,100.0,1944-09-01,2016,2016,2016,100.0,1.0,121045.0,187500.0,1414748,100.0,4908.0,356405.0,0.0,M,100.0,100.0,False,100.0,0.0008261390392002,False,78.0,5,16.747996015247267
7536,25.0,1955-01-01,2005,2016,2016,100.0,5.0,64475.0,87500.0,873969,100.0,1798.0,0.0,0.0,F,25.0,25.0,False,20.0,0.0015509887553315,False,68.0,5,17.14917924075197
7645,180.0,1969-12-01,2011,2013,2016,360.0,3.0,51408.0,82800.0,663077,360.0,1545.0,524169.0,0.0,F,180.0,20.0,False,120.0,0.0070028011204481,False,53.0,5,17.559005361935977
7676,50.0,1957-10-01,2022,2022,2022,50.0,1.0,43095.0,62500.0,459409,50.0,1524.0,335909.0,0.0,F,50.0,50.0,False,50.0,0.0011602274045712,False,65.0,5,16.207531079125918
7817,20.0,1979-09-01,2012,2016,2016,50.0,4.0,13300.0,35000.0,95269,50.0,993.0,0.0,0.0,F,10.0,20.0,False,12.5,0.0037593984962406,False,43.0,5,17.528252502150753
8007,100.0,1956-08-01,2016,2016,2016,100.0,1.0,124566.0,187500.0,1831223,3964.0,4656.0,762038.0,0.0,M,100.0,100.0,False,100.0,0.0008027872774272,False,66.0,5,16.768894063121138
8071,180.0,1954-01-01,2012,2012,2016,280.0,4.0,21840.0,36000.0,159948,280.0,1255.0,0.0,0.0,F,180.0,20.0,False,70.0,0.0128205128205128,False,69.0,5,17.88084715349852
8130,360.0,1959-02-01,2005,2005,2011,804.0,7.0,26429.0,62500.0,27843,804.0,1511.0,0.0,0.0,F,360.0,12.0,True,114.85714285714286,0.0304211283060274,False,64.0,5,13.893163468810043
8240,108.9,1968-07-01,2016,2016,2016,108.9,1.0,138557.0,169000.0,2676728,109.0,4297.0,1411760.0,0.0,F,108.9,108.9,False,108.9,0.0007859581255367,False,54.0,5,17.319479997104505
8280,240.0,1957-08-01,2008,2010,2011,535.0,5.0,30635.0,70000.0,33802,535.0,1612.0,0.0,0.0,F,15.0,20.0,True,107.0,0.01746368532724,False,65.0,5,16.445072866253362
8314,180.0,1970-11-01,2015,2015,2016,195.0,2.0,45687.0,47500.0,648324,195.0,1217.0,403382.0,0.0,F,180.0,15.0,False,97.5,0.0042681725655,False,52.0,5,17.17209319698757
8320,50.0,1965-02-01,2016,2016,2016,50.0,1.0,138724.0,225000.0,2579516,426.0,4998.0,650000.0,0.0,F,50.0,50.0,False,50.0,0.0003604279000028,False,58.0,5,17.232224048191384
8391,180.0,1964-07-01,2001,2011,2013,329.0,5.0,48948.0,87500.0,495512,329.0,1665.0,342387.0,0.0,F,25.0,144.0,False,65.8,0.0067214186483615,False,58.0,5,17.008854526919468
8503,200.0,1969-09-01,2008,2016,2016,1080.0,7.0,51185.0,70000.0,680221,1080.0,1441.0,292080.0,0.0,M,180.0,200.0,False,154.28571428571428,0.0210999316205919,False,53.0,5,17.170322181947167
8536,100.0,1958-12-01,2016,2016,2016,100.0,1.0,42225.0,87500.0,300821,100.0,1738.0,0.0,0.0,F,100.0,100.0,False,100.0,0.0023682652457075,False,64.0,5,17.649981460730842
8686,180.0,1964-07-01,2005,2013,2014,1482.0,10.0,29779.0,70000.0,149913,1482.0,1518.0,61940.0,0.0,F,144.0,15.0,False,148.2,0.0497666140568857,False,58.0,5,8.646565759390505
8781,100.0,1967-06-01,2016,2016,2016,100.0,1.0,68449.0,87500.0,1007486,100.0,2605.0,789488.0,0.0,M,100.0,100.0,False,100.0,0.0014609417230346,False,55.0,5,16.906331740222324
8825,100.0,1950-11-01,2000,2016,2016,190.0,3.0,133665.0,187500.0,4174495,590.0,5818.0,442825.0,0.0,M,50.0,100.0,False,63.333333333333336,0.0014214641080312,False,72.0,5,16.563446172385376
8898,28.0,1969-12-01,2008,2008,2022,381.8,17.0,15792.0,34700.0,108032,382.0,1078.0,0.0,0.0,F,28.0,23.12,False,22.458823529411767,0.024176798378926,False,53.0,5,16.234399746961447
9077,50.0,1973-09-01,2014,2016,2018,145.0,4.0,8335.0,31500.0,6782,145.0,1000.0,0.0,0.0,F,50.0,20.0,True,36.25,0.0173965206958608,False,49.0,5,16.886617110907586
9148,50.0,1991-03-01,2016,2016,2016,50.0,1.0,34777.0,125000.0,304565,50.0,1531.0,469534.0,0.0,M,50.0,50.0,False,50.0,0.0014377318342582,False,32.0,5,16.867427309090857
9194,25.96,1970-01-01,2006,2022,2022,426.94,17.0,29138.0,47500.0,295294,427.0,1227.0,289222.0,0.0,F,24.0,25.96,False,25.114117647058823,0.0146523440181206,False,53.0,5,17.44719161235136
9350,180.0,1982-02-01,2013,2016,2016,240.0,3.0,8840.0,47500.0,4639,240.0,1107.0,0.0,0.0,M,180.0,180.0,True,80.0,0.0271493212669683,False,41.0,5,15.148445995347963
9351,156.96,1969-08-01,2020,2022,2022,547.68,17.0,12142.0,37400.0,10390,548.0,1121.0,0.0,0.0,F,75.0,22.08,True,32.21647058823529,0.0451062427936089,False,53.0,5,9.401615944709192
9356,36.5,1959-04-01,2000,2004,2022,275.6,19.0,25901.0,62500.0,27843,276.0,1511.0,0.0,0.0,F,24.0,13.3,True,14.505263157894738,0.0106405158102003,False,64.0,5,16.63153649806935
9415,300.0,1957-03-01,2008,2009,2017,575.0,4.0,27450.0,62500.0,28405,575.0,1538.0,0.0,0.0,F,300.0,18.0,True,143.75,0.0209471766848816,False,66.0,5,16.000662022722455
9486,200.0,1966-05-01,2016,2016,2016,200.0,1.0,142846.0,187500.0,2661356,5013.0,4585.0,638895.0,1.0,M,200.0,200.0,False,200.0,0.0014001092085182,False,56.0,5,16.009118790899898
9487,108.9,1980-09-01,2016,2016,2016,108.9,1.0,8184.0,42500.0,10916,109.0,1067.0,0.0,0.0,M,108.9,108.9,True,108.9,0.0133064516129032,False,42.0,5,17.35269303313704
9577,100.0,1969-06-01,2016,2016,2016,100.0,1.0,64475.0,187500.0,476487,100.0,2187.0,0.0,1.0,F,100.0,100.0,False,100.0,0.0015509887553315,False,53.0,5,16.594067154849103
9745,54.61,1972-05-01,2016,2016,2016,54.61,1.0,84437.0,225000.0,914890,55.0,3769.0,427635.0,0.0,M,54.61,54.61,False,54.61,0.000646754384926,False,50.0,5,16.72080860208208
9772,180.0,1956-07-01,2016,2021,2021,1080.0,6.0,72999.0,46300.0,1464792,1080.0,2317.0,753815.0,0.0,F,180.0,180.0,False,180.0,0.0147947232153865,False,66.0,5,17.772968826680284
9875,50.0,1949-07-01,1991,2016,2016,85.0,4.0,24260.0,42500.0,105770,85.0,1404.0,0.0,0.0,M,10.0,50.0,False,21.25,0.0035037098103874,False,73.0,5,16.920834111568436
9887,180.0,1963-06-01,2004,2015,2016,1836.0,11.0,30703.0,70000.0,149394,1836.0,1531.0,59330.0,0.0,M,144.0,40.0,False,166.9090909090909,0.059798716737778,False,59.0,5,6.073400617081611
10037,50.0,1956-07-01,2018,2018,2018,50.0,1.0,23914.0,47500.0,498595,3014.0,1384.0,0.0,0.0,F,50.0,50.0,False,50.0,0.0020908254578907,False,66.0,5,16.303868042416916
10080,240.0,1962-10-01,2007,2013,2013,385.0,4.0,14585.0,35000.0,40294,385.0,1149.0,0.0,0.0,F,144.0,40.0,False,96.25,0.0263969832019197,False,60.0,5,15.751331952144321
