ID,LARGEST_GIFT_AMOUNT,BIRTH_DATE,FIRST_GIFT_DATE,LARGEST_GIFT_DATE,LAST_GIFT_DATE,TOTAL_GIFT_AMOUNT,TOTAL_NUMBER_GIFTS,TOTAL_GIVING_CAPACITY,TOTAL_INCOME,TOTAL_NETWORTH,TOTAL_DONATIONS,TOTAL_EAD,LARGEST_REALEST_VALUE,TOTAL_NO_EVENTS_PARTICIPATED,GENDER,FIRST_GIFT_AMOUNT,LAST_GIFT_AMOUNT,Financially_In_Dept,Avg_Gift_Amount,gifting_Capcity,gift_check,age,Group,Score
8567,100.0,1961-09-01,2013,2013,2013,100.0,1.0,186124.0,187500.0,3895792,2315.0,5167.0,628956.0,0.0,M,100.0,100.0,False,100.0,0.0005372762244525,False,61.0,1,12.67347849791391
8712,100.0,1954-12-01,2003,2019,2019,210.0,3.0,92096.0,125000.0,1376910,210.0,3667.0,712724.0,0.0,M,10.0,100.0,False,70.0,0.0022802293259207,False,68.0,1,11.413159876922464
8929,100.0,1986-09-01,2013,2013,2013,100.0,1.0,32652.0,35500.0,377008,100.0,940.0,558741.0,0.0,M,100.0,100.0,False,100.0,0.0030625995344848,False,36.0,1,12.7476254945284
9120,180.0,1965-07-01,2009,2013,2013,675.0,5.0,22550.0,62500.0,26169,675.0,1436.0,0.0,0.0,M,180.0,15.0,True,135.0,0.0299334811529933,False,57.0,1,10.969189221510844
9291,100.0,1984-06-01,2013,2013,2013,100.0,1.0,52708.0,225000.0,532453,100.0,2074.0,332166.0,0.0,M,100.0,100.0,False,100.0,0.0018972451999696,False,38.0,1,12.703000067976449
9406,180.0,1964-04-01,2009,2018,2019,1620.0,10.0,175356.0,375000.0,2599536,1620.0,6393.0,774713.0,0.0,M,180.0,15.0,False,162.0,0.0092383494149045,False,59.0,1,11.570576217704673
9509,100.0,1955-01-01,2013,2013,2013,100.0,1.0,14550.0,32000.0,9623,150.0,1185.0,0.0,0.0,F,100.0,100.0,True,100.0,0.0068728522336769,False,68.0,1,11.325836638475305
9852,100.0,1944-02-01,2019,2019,2019,100.0,1.0,163697.0,225000.0,2675556,1350.0,6193.0,726932.0,0.0,M,100.0,100.0,False,100.0,0.0006108847443752,False,79.0,1,11.340120981785413
9943,250.0,1959-01-01,2013,2013,2013,250.0,1.0,51384.0,62500.0,707705,250.0,1511.0,510174.0,0.0,M,250.0,250.0,False,250.0,0.0048653277284757,False,64.0,1,12.840892155957313
9974,50.0,1971-11-01,2013,2013,2013,50.0,1.0,110088.0,62500.0,2037700,50.0,2464.0,726996.0,0.0,M,50.0,50.0,False,50.0,0.0004541821088583,False,51.0,1,12.650408977793779
10017,1500.0,1943-08-07,1998,2021,2021,2903.0,16.0,145503.0,187500.0,2359319,2903.0,5539.0,751993.0,6.0,M,75.0,1500.0,False,181.4375,0.0199514786636701,False,79.0,1,10.581924001708618
10023,100.0,1957-03-01,1992,2020,2021,725.0,38.0,85144.0,87500.0,1362830,725.0,3045.0,650291.0,0.0,M,50.0,50.0,False,19.07894736842105,0.0085149863760218,False,66.0,1,11.558004805581072
10036,1000.0,1954-02-01,1996,2014,2021,1985.0,6.0,145425.0,60600.0,3077991,1985.0,3141.0,834200.0,0.0,M,35.0,500.0,False,330.8333333333333,0.0136496475846656,False,69.0,1,11.58536217955515
10055,50.0,1953-10-01,2019,2019,2019,50.0,1.0,153429.0,187500.0,3249813,50.0,5367.0,601774.0,0.0,M,50.0,50.0,False,50.0,0.0003258836334721,False,69.0,1,11.34219713717474
10224,50.0,1944-05-01,2009,2013,2013,180.0,4.0,17764.0,31400.0,10794,180.0,1292.0,0.0,0.0,M,50.0,50.0,True,45.0,0.0101328529610448,False,78.0,1,11.620263726214382
10270,600.0,1954-06-01,2004,2004,2013,1700.0,9.0,181104.0,187500.0,3901421,4085.0,5585.0,804156.0,0.0,F,600.0,100.0,False,188.88888888888889,0.0093868716317695,False,68.0,1,11.3929277836048
10275,180.0,1941-05-01,2008,2017,2018,580.0,5.0,194182.0,187500.0,4743791,2159.0,6639.0,712940.0,0.0,M,100.0,90.0,False,116.0,0.0029868885890556,False,81.0,1,11.394573602928197
10287,10000.0,1952-10-26,2011,2011,2011,10000.0,1.0,307406.0,187500.0,10272212,109434.0,23551.0,1539830.0,4.0,M,10000.0,10000.0,False,10000.0,0.0325302694156913,False,70.0,1,9.791341326643396
10516,500.0,1939-02-01,1993,2013,2015,919.0,4.0,217785.0,225000.0,5452087,3976.0,7599.0,658131.0,0.0,M,25.0,250.0,False,229.75,0.0042197580182289,False,84.0,1,11.905119550923146
10575,50.0,1941-06-01,2013,2013,2013,50.0,1.0,322244.0,375000.0,8090800,50.0,10281.0,861000.0,0.0,M,50.0,50.0,False,50.0,0.000155161926987,False,81.0,1,12.642265107563668
10600,100.0,1947-10-01,2008,2008,2014,200.0,4.0,148833.0,225000.0,2250673,200.0,5729.0,632657.0,0.0,M,100.0,25.0,False,50.0,0.0013437880040044,False,75.0,1,11.323822672031005
10743,144.0,1954-12-01,1999,2006,2016,544.0,7.0,118269.0,187500.0,1719904,544.0,4638.0,666990.0,0.0,M,50.0,50.0,False,77.71428571428571,0.0045996837717406,False,68.0,1,11.465046269581778
10750,50.0,1948-10-01,2019,2019,2019,50.0,1.0,287836.0,112500.0,6613500,3721.0,5190.0,804660.0,0.0,M,50.0,50.0,False,50.0,0.0001737100293222,False,74.0,1,11.32946866774788
10818,500.0,1955-07-01,1993,1998,2002,2834.0,22.0,265090.0,375000.0,5526651,5791.0,8218.0,421987.0,0.0,M,30.0,225.0,False,128.8181818181818,0.0106907088158738,False,67.0,1,11.471581242414771
10853,180.0,1959-09-01,2000,2013,2013,408.0,3.0,101986.0,112500.0,2010050,408.0,3604.0,629680.0,0.0,M,48.0,180.0,False,136.0,0.0040005490949738,False,63.0,1,12.439688769450537
11086,400.0,1964-09-01,2013,2013,2013,400.0,1.0,36718.0,55200.0,406197,400.0,1364.0,339965.0,0.0,M,400.0,400.0,False,400.0,0.0108938395337436,False,58.0,1,12.931496568854664
11240,1000.0,1964-08-01,1994,2002,2009,4320.0,9.0,237579.0,225000.0,5036354,8026.0,5829.0,989449.0,0.0,M,170.0,500.0,False,480.0,0.0181834253027414,False,58.0,1,11.41649481213435
11310,125.0,1956-12-01,2013,2013,2013,125.0,1.0,27793.0,37500.0,281556,125.0,1244.0,230860.0,0.0,F,125.0,125.0,False,125.0,0.0044975353506278,False,66.0,1,12.194100300196327
11333,250.0,1956-06-01,1997,2001,2002,1060.0,11.0,156624.0,187500.0,3248068,1060.0,5263.0,808955.0,0.0,M,100.0,150.0,False,96.36363636363636,0.0067678005925017,False,66.0,1,11.454300058053368
11511,600.0,1954-05-01,1995,2013,2013,1282.2,4.0,67638.0,70000.0,1012058,1282.0,2651.0,683120.0,0.0,M,59.0,600.0,False,320.55,0.0189567994322718,False,68.0,1,12.457099894604799
11614,50.0,1953-07-01,2018,2018,2018,50.0,1.0,73563.0,87500.0,1095499,50.0,3019.0,647750.0,0.0,M,50.0,50.0,False,50.0,0.0006796895178282,False,69.0,1,11.332244522151617
11668,50.0,1978-11-01,2013,2013,2013,50.0,1.0,106702.0,70000.0,1838617,50.0,2399.0,791630.0,0.0,M,50.0,50.0,False,50.0,0.0004685947779797,False,44.0,1,12.643170496406725
11676,100.0,1949-09-01,2013,2013,2013,100.0,1.0,114611.0,187500.0,1328563,100.0,4608.0,415227.0,0.0,M,100.0,100.0,False,100.0,0.0008725165996283,False,73.0,1,12.690814148877317
11788,50.0,1933-09-01,2013,2013,2013,50.0,1.0,163152.0,99700.0,4355135,50.0,5221.0,721402.0,0.0,F,50.0,50.0,False,50.0,0.0003064626851034,False,89.0,1,12.00005259839816
11799,200.0,1951-02-01,2013,2013,2013,200.0,1.0,39361.0,37500.0,494346,200.0,1310.0,415714.0,0.0,M,200.0,200.0,False,200.0,0.0050811717181982,False,72.0,1,12.846244031167943
11852,500.0,1971-10-01,2008,2013,2013,1000.0,4.0,114750.0,375000.0,1086187,1000.0,4882.0,0.0,0.0,M,150.0,500.0,False,250.0,0.008714596949891,False,51.0,1,12.535152200891565
11872,250.0,1942-09-01,2003,2013,2017,1190.0,8.0,96642.0,125000.0,1176959,1290.0,3993.0,482035.0,0.0,M,20.0,200.0,False,148.75,0.012313486889758,False,80.0,1,12.016983830151492
11927,70.0,1933-06-01,1998,2013,2013,90.0,2.0,182567.0,187500.0,4583484,3269.0,7151.0,392303.0,0.0,M,20.0,70.0,False,45.0,0.0004929697042729,False,89.0,1,12.262530266246161
11982,200.0,1933-02-01,2013,2013,2013,200.0,1.0,57992.0,47500.0,934701,200.0,1686.0,519333.0,0.0,M,200.0,200.0,False,200.0,0.0034487515519381,False,90.0,1,12.765210449053553
12100,2723.0,1956-06-01,1995,2010,2013,5153.0,16.0,61104.0,65400.0,795693,5153.0,1580.0,335546.0,2.0,M,10.0,13.61,False,322.0625,0.0843316313170987,False,66.0,1,4.914089399117226
12170,100.0,1978-03-01,2013,2013,2013,100.0,1.0,238293.0,378000.0,4541971,100.0,6406.0,2158180.0,0.0,M,100.0,100.0,False,100.0,0.0004196514375159,False,45.0,1,12.641638251570605
12244,180.0,1959-07-01,2013,2015,2015,205.0,3.0,68086.0,87500.0,979648,205.0,2784.0,640125.0,0.0,M,25.0,180.0,False,68.33333333333333,0.0030108979819639,False,63.0,1,11.770998948234062
12264,100.0,1953-02-01,2019,2019,2019,100.0,1.0,65348.0,62500.0,1019861,100.0,2544.0,717453.0,0.0,M,100.0,100.0,False,100.0,0.0015302687151863,False,70.0,1,11.395369009497886
12396,500.0,1957-09-01,2020,2020,2020,750.0,2.0,183106.0,225000.0,3901402,750.0,5843.0,759263.0,0.0,M,250.0,500.0,False,375.0,0.0040959881161731,False,65.0,1,11.478487167700475
12494,100.0,1942-02-01,2021,2021,2021,100.0,1.0,59450.0,30400.0,1042163,100.0,2037.0,834362.0,0.0,M,100.0,100.0,False,100.0,0.0016820857863751,False,81.0,1,11.418069151084817
12607,75.0,1963-02-01,2013,2013,2013,75.0,1.0,27600.0,57500.0,198734,75.0,1411.0,0.0,0.0,F,75.0,75.0,False,75.0,0.0027173913043478,False,60.0,1,12.125631344742976
12728,500.0,1964-06-01,2013,2019,2019,1250.0,4.0,214627.0,375000.0,3597007,17475.0,6858.0,656140.0,1.0,M,250.0,500.0,False,312.5,0.005824057551007,False,58.0,1,11.101184168001152
12735,1000.0,1959-07-12,1998,2007,2017,2984.0,25.0,82352.0,117000.0,1151361,2984.0,3295.0,651353.0,0.0,M,144.0,25.0,False,119.36,0.0362346998251408,False,63.0,1,10.331316247174174
12868,50.0,1951-04-01,2013,2013,2013,50.0,1.0,57680.0,59300.0,874507,50.0,1584.0,571458.0,0.0,M,50.0,50.0,False,50.0,0.0008668515950069,False,72.0,1,12.691931195359638
13079,100.0,1961-05-01,2018,2018,2018,100.0,1.0,100327.0,187500.0,2323892,3064.0,4636.0,482750.0,0.0,M,100.0,100.0,False,100.0,0.0009967406580481,False,61.0,1,11.340467447112891
13080,1000.0,1958-01-01,2000,2009,2010,1500.0,4.0,98284.0,125000.0,1537011,1508.0,3649.0,542843.0,0.0,M,300.0,50.0,False,375.0,0.0152618941028041,False,65.0,1,11.510033611049671
13152,180.0,1956-04-01,2014,2014,2019,240.0,4.0,433190.0,187500.0,12073681,240.0,25859.0,855039.0,0.0,M,180.0,20.0,False,60.0,0.0005540294097278,False,67.0,1,11.30195808764863
13207,100.0,1948-09-01,2013,2013,2013,100.0,1.0,61289.0,70000.0,875372,100.0,1726.0,509789.0,0.0,M,100.0,100.0,False,100.0,0.0016316141558844,False,74.0,1,12.722152186092842
13238,50.0,1966-06-01,2015,2015,2015,50.0,1.0,165422.0,375000.0,2435464,50.0,6186.0,757430.0,0.0,M,50.0,50.0,False,50.0,0.0003022572571967,False,56.0,1,11.25208760219142
13415,180.0,1960-01-01,2013,2013,2013,180.0,1.0,69504.0,56900.0,1121193,180.0,2325.0,931276.0,0.0,F,180.0,180.0,False,180.0,0.0025897790055248,False,63.0,1,12.125687292724237
13448,180.0,1947-02-01,2013,2013,2013,180.0,1.0,32060.0,46000.0,267517,180.0,1476.0,0.0,0.0,M,180.0,180.0,False,180.0,0.0056144728633811,False,76.0,1,12.854087689073694
13471,200.0,1954-10-01,2010,2013,2013,448.0,3.0,112024.0,187500.0,1515962,448.0,4512.0,544028.0,0.0,F,68.0,200.0,False,149.33333333333334,0.0039991430407769,False,68.0,1,11.814210940545088
13967,250.0,1954-07-01,1991,1997,1999,1035.0,8.0,108713.0,187500.0,1198266,3250.0,4331.0,384262.0,0.0,M,30.0,25.0,False,129.375,0.0095204805313072,False,68.0,1,11.49109121051011
14221,60.0,1934-01-01,2013,2013,2013,60.0,1.0,57810.0,87500.0,60472,60.0,2153.0,0.0,0.0,M,60.0,60.0,True,60.0,0.0010378827192527,False,89.0,1,11.741009876206801
14258,100.0,1955-06-01,2002,2013,2013,125.0,2.0,57485.0,60800.0,848571,125.0,1546.0,600000.0,3.0,F,25.0,100.0,False,62.5,0.0021744802992084,False,67.0,1,10.866446642485474
14475,100.0,1952-08-01,2013,2013,2013,100.0,1.0,82600.0,125000.0,945687,100.0,3485.0,0.0,0.0,M,100.0,100.0,False,100.0,0.0012106537530266,False,70.0,1,12.709135872377496
14552,144.0,1952-03-01,2004,2004,2015,444.0,4.0,179449.0,187500.0,3983173,444.0,5723.0,713074.0,0.0,M,144.0,16.7,False,111.0,0.0024742405920345,False,71.0,1,11.35538069458234
14812,500.0,1964-06-01,2012,2013,2013,580.0,2.0,89840.0,187500.0,976688,580.0,3774.0,435198.0,0.0,M,80.0,500.0,False,290.0,0.0064559216384683,False,58.0,1,12.488330645028451
14820,100.0,1935-06-01,2015,2015,2015,100.0,1.0,768254.0,98000.0,49940732,53598.0,57883.0,1998160.0,1.0,M,100.0,100.0,False,100.0,0.0001301652838774,False,87.0,1,10.423653396881607
14867,50.0,1956-09-01,2019,2019,2019,50.0,1.0,52209.0,45900.0,800023,50.0,1353.0,648442.0,0.0,M,50.0,50.0,False,50.0,0.0009576892872876,False,66.0,1,11.370943110347103
14877,180.0,1958-09-01,2008,2008,2011,280.0,2.0,157600.0,225000.0,3147939,280.0,5523.0,792031.0,0.0,M,180.0,100.0,False,140.0,0.0017766497461928,False,64.0,1,11.324953792307507
14880,250.0,1953-06-01,2018,2018,2018,250.0,1.0,338535.0,375000.0,7657756,11779.0,9001.0,1711580.0,0.0,M,250.0,250.0,False,250.0,0.0007384760807597,False,69.0,1,11.334913170000423
14885,144.0,1941-07-01,2006,2006,2013,169.0,2.0,82164.0,87500.0,1299762,169.0,3526.0,607398.0,0.0,M,144.0,25.0,False,84.5,0.0020568618859841,False,81.0,1,11.850956111837299
14922,50.0,1945-06-21,2013,2013,2013,50.0,1.0,153823.0,104000.0,3268257,43119.0,4467.0,680725.0,3.0,F,50.0,50.0,False,50.0,0.0003250489198624,False,77.0,1,11.164293613710583
15091,100.0,1951-05-01,2013,2013,2013,200.0,2.0,108106.0,187500.0,1172666,200.0,4438.0,320617.0,0.0,M,100.0,100.0,False,100.0,0.0018500360757034,False,71.0,1,12.737639192211356
15140,50.0,1947-04-01,2009,2013,2013,60.0,2.0,55595.0,45000.0,882403,60.0,1462.0,633700.0,0.0,M,10.0,50.0,False,30.0,0.0010792337440417,False,76.0,1,12.316947528888255
15324,50.0,1983-05-01,2013,2013,2013,50.0,1.0,29156.0,35300.0,324492,50.0,971.0,462090.0,0.0,M,50.0,50.0,False,50.0,0.0017149128824255,False,39.0,1,12.695721471566504
15330,180.0,1951-06-01,2021,2021,2021,180.0,1.0,86269.0,87500.0,1176598,9318.0,3126.0,681520.0,0.0,M,180.0,180.0,False,180.0,0.0020864968876421,False,71.0,1,11.452526187371612
15417,180.0,1965-04-01,2010,2013,2013,430.0,3.0,277079.0,187500.0,5816746,430.0,5477.0,620416.0,0.0,F,180.0,180.0,False,143.33333333333334,0.0015519039696259,False,58.0,1,11.710569534444053
15487,50.0,1944-09-01,2017,2017,2017,50.0,1.0,515768.0,187500.0,16880440,6291.0,33179.0,904188.0,0.0,M,50.0,50.0,False,50.0,9.69428114966419e-05,False,78.0,1,11.224496685173381
15610,50.0,1951-02-01,2013,2013,2013,50.0,1.0,202616.0,187500.0,4589948,2515.0,5960.0,1629380.0,0.0,M,50.0,50.0,False,50.0,0.0002467722193706,False,72.0,1,12.66338190158021
15739,250.0,1958-10-01,2017,2020,2020,790.0,4.0,116233.0,187500.0,1729395,790.0,4468.0,771358.0,0.0,M,180.0,250.0,False,197.5,0.006796692849707,False,64.0,1,11.543145914251852
15749,200.0,1977-01-01,2013,2013,2013,200.0,1.0,6525.0,27500.0,4663,200.0,922.0,0.0,0.0,M,200.0,200.0,True,200.0,0.0306513409961685,False,46.0,1,11.276174671895681
15771,180.0,1945-07-01,2013,2013,2013,195.0,2.0,92902.0,87500.0,1581341,195.0,3535.0,611927.0,0.0,M,180.0,15.0,False,97.5,0.0020989860282878,False,77.0,1,12.737990436058663
15897,75.0,1954-05-01,2012,2012,2013,125.0,2.0,110416.0,125000.0,2244717,875.0,4106.0,661311.0,0.0,M,75.0,50.0,False,62.5,0.001132082306912,False,68.0,1,11.814123735286293
15958,300.0,1938-08-01,2013,2013,2013,300.0,1.0,167304.0,187500.0,3974591,300.0,6586.0,618997.0,0.0,M,300.0,300.0,False,300.0,0.0017931430210873,False,84.0,1,12.709637218593917
16333,300.0,1938-11-01,2002,2013,2013,325.0,2.0,76570.0,70000.0,1257809,325.0,3222.0,415903.0,0.0,F,25.0,300.0,False,162.5,0.0042444821731748,False,84.0,1,11.772097334478147
16335,180.0,1957-10-01,2003,2017,2018,611.0,6.0,56247.0,62500.0,806349,611.0,1524.0,587715.0,0.0,M,144.0,50.0,False,101.83333333333331,0.0108628015716393,False,65.0,1,11.550869371347146
16337,50.0,1959-03-01,2013,2013,2013,50.0,1.0,134805.0,187500.0,2622427,1501.0,4880.0,544314.0,0.0,M,50.0,50.0,False,50.0,0.0003709061236601,False,64.0,1,12.670047225256148
16426,105.0,1948-01-01,2002,2002,2013,235.0,4.0,77232.0,125000.0,740329,235.0,2214.0,239940.0,0.0,M,105.0,50.0,False,58.75,0.0030427801947379,False,75.0,1,11.87375856897928
16439,25315.19,1934-12-18,2005,2005,2020,400958.01,19.0,979010.0,187500.0,18104004,461298.0,36389.0,1805200.0,1.0,M,25315.19,25000.0,False,21103.053157894738,0.4095545602189968,False,88.0,1,1.941347963267133
16652,25000.0,1975-12-27,2008,2021,2021,102900.0,16.0,223153.0,187500.0,2170199,102900.0,4022.0,1245810.0,2.0,M,1200.0,25000.0,False,6431.25,0.461118604724113,False,47.0,1,2.001691013894635
16679,50.0,1966-11-01,2013,2013,2013,50.0,1.0,80900.0,245000.0,737706,50.0,2485.0,0.0,0.0,F,50.0,50.0,False,50.0,0.0006180469715698,False,56.0,1,12.02990120247925
16799,190.0,1955-01-01,2011,2012,2013,550.0,3.0,73267.0,70000.0,1159088,550.0,2703.0,824332.0,0.0,F,180.0,180.0,False,183.33333333333331,0.0075067902329834,False,68.0,1,11.371351053203162
16814,50.0,1951-10-01,2013,2013,2013,50.0,1.0,126004.0,225000.0,1413773,50.0,4977.0,359072.0,0.0,F,50.0,50.0,False,50.0,0.0003968127995936,False,71.0,1,12.034135364754219
16815,200.0,1936-10-01,2013,2013,2013,200.0,1.0,211586.0,187500.0,4106984,43461.0,6701.0,0.0,0.0,M,200.0,200.0,False,200.0,0.00094524212377,False,86.0,1,12.67020886051876
16946,50.0,1957-09-01,2013,2013,2013,50.0,1.0,20200.0,45000.0,58817,50.0,1330.0,0.0,0.0,M,50.0,50.0,False,50.0,0.0024752475247524,False,65.0,1,12.76086902043511
16971,180.0,1953-06-01,2001,2013,2013,1188.0,7.0,108518.0,187500.0,1193267,1188.0,4370.0,384094.0,0.0,F,144.0,180.0,False,169.71428571428572,0.0109474925818758,False,69.0,1,11.91561422075541
16974,600.0,1968-08-01,1999,2006,2020,1207.0,4.0,158730.0,375000.0,2285133,1546.0,5989.0,743673.0,1.0,M,75.0,100.0,False,301.75,0.0076041076041076,False,54.0,1,10.736663802160848
17042,100.0,1974-01-01,2013,2013,2013,100.0,1.0,7094.0,26900.0,25066,100.0,937.0,0.0,0.0,M,100.0,100.0,True,100.0,0.0140964195094446,False,49.0,1,11.977084309607436
17116,100.0,1966-12-01,2013,2013,2013,100.0,1.0,23225.0,62500.0,106602,100.0,1411.0,0.0,0.0,M,100.0,100.0,False,100.0,0.0043057050592034,False,56.0,1,12.809827000355497
17207,100.0,1951-05-01,2022,2022,2022,100.0,1.0,69039.0,62500.0,1105710,100.0,2639.0,766286.0,0.0,M,100.0,100.0,False,100.0,0.0014484566694187,False,71.0,1,11.329625838860105
17392,50.0,1957-09-01,2013,2013,2013,50.0,1.0,140252.0,225000.0,2237597,50.0,5187.0,914035.0,0.0,M,50.0,50.0,False,50.0,0.0003565011550637,False,65.0,1,12.670320001956592
17468,50.0,1963-10-01,2013,2013,2013,50.0,1.0,80050.0,187500.0,740553,50.0,2283.0,0.0,0.0,M,50.0,50.0,False,50.0,0.0006246096189881,False,59.0,1,12.67375411766765
17626,50.0,1970-01-01,2013,2013,2013,50.0,1.0,130950.0,353000.0,2047941,50.0,5560.0,0.0,0.0,F,50.0,50.0,False,50.0,0.0003818251240931,False,53.0,1,12.013072104572704
17640,100.0,1953-01-01,2019,2019,2019,100.0,1.0,193237.0,375000.0,2389687,100.0,6980.0,337732.0,0.0,M,100.0,100.0,False,100.0,0.0005174992366886,False,70.0,1,11.350544340801136
17653,180.0,1943-11-01,2021,2021,2021,180.0,1.0,84327.0,87500.0,1354011,180.0,3452.0,702936.0,0.0,M,180.0,180.0,False,180.0,0.0021345476537763,False,79.0,1,11.440592760151194
17668,144.0,1955-02-01,1999,2004,2017,239.0,6.0,86200.0,125000.0,1214062,239.0,3569.0,594214.0,0.0,M,5.0,50.0,False,39.833333333333336,0.0027726218097447,False,68.0,1,11.378846029078606
17690,97.5,1970-08-01,2013,2013,2013,97.5,1.0,39674.0,70000.0,418141,98.0,1441.0,371523.0,0.0,M,97.5,97.5,False,97.5,0.0024575288602107,False,52.0,1,12.737392864605726
17710,25.0,1945-12-01,2000,2016,2016,125.0,6.0,53431.0,17500.0,953940,125.0,1485.0,877128.0,0.0,M,20.0,25.0,False,20.83333333333333,0.0023394658531564,False,77.0,1,11.365411228045533
17732,25000.0,1935-08-10,2021,2021,2021,25000.0,1.0,551814.0,187500.0,17881370,35977.0,35935.0,1805200.0,0.0,F,25000.0,25000.0,False,25000.0,0.0453051209284287,False,87.0,1,8.932590935636783
17749,1000.0,1962-01-01,2010,2014,2021,1742.1,7.0,104065.0,125000.0,1978491,1742.0,3700.0,696771.0,1.0,M,50.0,492.0,False,248.87142857142857,0.0167404987267573,False,61.0,1,10.751054505025913
17782,150.0,1963-03-01,2018,2018,2018,150.0,1.0,187431.0,210000.0,3811466,2580.0,5370.0,1080080.0,0.0,M,150.0,150.0,False,150.0,0.000800294508379,False,60.0,1,11.329872513291008
17954,150.0,1979-09-01,2013,2013,2013,150.0,1.0,28429.0,87500.0,229674,150.0,1451.0,215576.0,0.0,M,150.0,150.0,False,150.0,0.0052763023673009,False,43.0,1,12.82044912713701
17966,340.0,1949-02-01,1999,1999,2013,440.0,2.0,76879.0,112500.0,838484,663.0,2101.0,376823.0,1.0,M,340.0,100.0,False,220.0,0.0057232794391186,False,74.0,1,11.175739171657765
18026,10953.24,1947-02-01,2017,2021,2021,11053.24,2.0,146276.0,187500.0,2145701,11053.0,5265.0,716964.0,0.0,M,100.0,10953.24,False,5526.62,0.0755642757526867,False,76.0,1,6.18812147656113
18052,100.0,1944-08-01,2013,2013,2013,100.0,1.0,127012.0,187500.0,1567087,100.0,5071.0,438248.0,0.0,M,100.0,100.0,False,100.0,0.0007873271816836,False,78.0,1,12.677698811181486
18163,200.0,1972-02-01,2013,2013,2013,200.0,1.0,30742.0,68900.0,267372,200.0,1408.0,0.0,0.0,M,200.0,200.0,False,200.0,0.0065057575954719,False,51.0,1,12.859618086695916
18263,500.0,1944-01-01,1992,2007,2013,2604.5,51.0,100089.0,125000.0,1495888,3137.0,4159.0,539041.0,1.0,M,10.0,100.0,False,51.0686274509804,0.0260218405618999,False,79.0,1,10.783411638805216
18267,500.0,1959-06-01,1992,2009,2013,1810.0,12.0,180872.0,375000.0,2346112,1810.0,6556.0,506249.0,1.0,M,25.0,50.0,False,150.83333333333334,0.0100070768278119,False,63.0,1,11.222766144438808
18284,49.28,1957-01-01,2021,2022,2022,766.88,16.0,131217.0,225000.0,1783208,3946.0,4984.0,610418.0,0.0,M,47.84,49.28,False,47.93,0.0058443646783572,False,66.0,1,11.471987408595627
18388,50.0,1951-11-01,2013,2013,2013,50.0,1.0,258676.0,225000.0,5903176,6119.0,6782.0,1062260.0,0.0,M,50.0,50.0,False,50.0,0.0001932919946187,False,71.0,1,12.661985704434894
18500,50.0,1959-12-01,2017,2018,2018,100.0,2.0,139665.0,218000.0,2197510,3279.0,4996.0,983720.0,0.0,M,50.0,50.0,False,50.0,0.0007159989976014,False,63.0,1,11.321565646482659
18535,100.0,1960-05-20,2013,2013,2013,100.0,1.0,181826.0,375000.0,2534192,4881.0,6604.0,613899.0,1.0,M,100.0,100.0,False,100.0,0.0005499763510169,False,62.0,1,11.868687689569667
18567,50.0,1953-12-01,1991,2021,2021,259.0,9.0,107883.0,187500.0,1226944,259.0,4355.0,427477.0,0.0,M,25.0,50.0,False,28.77777777777778,0.0024007489595209,False,69.0,1,11.444323820933953
18585,250.0,1952-10-01,2013,2020,2020,775.0,5.0,95237.0,87500.0,1977737,775.0,3420.0,415087.0,0.0,M,75.0,250.0,False,155.0,0.0081375935823261,False,70.0,1,11.960644934154265
18661,600.0,1955-07-01,1992,2013,2013,633.0,3.0,230622.0,187500.0,5161827,4304.0,5877.0,791093.0,0.0,M,8.0,600.0,False,211.0,0.0027447511512344,False,67.0,1,12.395901357613537
18779,180.0,1932-01-01,1997,2013,2013,604.0,4.0,102944.0,125000.0,1264787,604.0,4533.0,346803.0,0.0,M,100.0,180.0,False,151.0,0.0058672676406589,False,91.0,1,12.461209422067904
18848,100.0,1958-08-01,2019,2019,2019,100.0,1.0,411518.0,375000.0,12391457,100.0,30105.0,1435160.0,0.0,M,100.0,100.0,False,100.0,0.0002430027362108,False,64.0,1,11.336494156860063
18922,250.0,1938-01-01,2013,2013,2013,250.0,1.0,141598.0,39400.0,3322441,470.0,3069.0,1069300.0,0.0,F,250.0,250.0,False,250.0,0.0017655616604754,False,85.0,1,12.069489475817278
18925,50.0,1936-07-01,2013,2013,2013,75.0,2.0,74117.0,87500.0,885288,75.0,2117.0,360834.0,0.0,F,50.0,25.0,False,37.5,0.001011913596071,False,86.0,1,12.038062798850518
18939,100000.0,1969-01-01,2013,2013,2013,100000.0,1.0,261085.0,187500.0,3975657,100000.0,4843.0,1086150.0,0.0,M,100000.0,100000.0,False,100000.0,0.383017025106766,False,54.0,1,4.187147632661729
19159,100.0,1953-11-01,2013,2013,2013,100.0,1.0,142505.0,98800.0,3110475,100.0,3952.0,717356.0,0.0,F,100.0,100.0,False,100.0,0.0007017297638679,False,69.0,1,12.049624792025146
19237,20.0,1953-05-01,2013,2013,2013,60.0,3.0,29435.0,62500.0,51939,60.0,1591.0,0.0,0.0,F,20.0,20.0,True,20.0,0.0020383896721589,False,69.0,1,11.18102366228437
19243,450.0,1953-01-01,1993,1996,1996,1360.0,5.0,157685.0,187500.0,1545349,43727.0,4620.0,516661.0,1.0,M,35.0,450.0,False,272.0,0.0086247899292894,False,70.0,1,10.68122718460124
